player,team,opponent,game_date,market,book,line,over_odds,under_odds
Luka Doncic,LAL,@CHA,2025-11-10,PTS,draftkings,34.5,-110.0,-116.0
Giannis Antetokounmpo,MIL,@DAL,2025-11-10,PTS,draftkings,30.5,-119.0,-107.0
Devin Booker,PHX,NOP,2025-11-10,PTS,draftkings,29.5,-105.0,-122.0
Cade Cunningham,DET,WAS,2025-11-10,PTS,draftkings,28.5,-104.0,-122.0
Anthony Edwards,MIN,@UTA,2025-11-10,PTS,draftkings,28.5,-106.0,-120.0
Victor Wembanyama,SAS,@CHI,2025-11-10,PTS,draftkings,26.5,-107.0,-119.0
Donovan Mitchell,CLE,@MIA,2025-11-10,PTS,draftkings,25.5,-106.0,-120.0
Paolo Banchero,ORL,POR,2025-11-10,PTS,draftkings,23.5,-106.0,-121.0
Lauri Markkanen,UTA,MIN,2025-11-10,PTS,draftkings,24.5,-110.0,-116.0
Austin Reaves,LAL,@CHA,2025-11-10,PTS,draftkings,24.5,-104.0,-122.0
Deni Avdija,POR,@ORL,2025-11-10,PTS,draftkings,22.5,-124.0,-103.0
Miles Bridges,CHA,LAL,2025-11-10,PTS,draftkings,23.5,-106.0,-121.0
James Harden,LAC,ATL,2025-11-10,PTS,draftkings,23.5,-117.0,-109.0
Anthony Davis,DAL,MIL,2025-11-10,PTS,draftkings,22.5,-106.0,-120.0
Trey Murphy,NOP,@PHX,2025-11-10,PTS,draftkings,22.5,-114.0,-112.0
Norman Powell,MIA,CLE,2025-11-10,PTS,draftkings,22.5,-104.0,-123.0
Franz Wagner,ORL,POR,2025-11-10,PTS,draftkings,22.5,-113.0,-112.0
Keyonte George,UTA,MIN,2025-11-10,PTS,draftkings,21.5,-110.0,-116.0
Josh Giddey,CHI,SAS,2025-11-10,PTS,draftkings,21.5,-112.0,-114.0
Jalen Johnson,ATL,@LAC,2025-11-10,PTS,draftkings,21.5,-111.0,-115.0
Julius Randle,MIN,@UTA,2025-11-10,PTS,draftkings,21.5,-121.0,-105.0
Jalen Duren,DET,WAS,2025-11-10,PTS,draftkings,20.5,-110.0,-116.0
De'Aaron Fox,SAS,@CHI,2025-11-10,PTS,draftkings,19.5,-110.0,-115.0
Kristaps Porzingis,ATL,@LAC,2025-11-10,PTS,draftkings,18.5,-115.0,-111.0
Collin Sexton,CHA,LAL,2025-11-10,PTS,draftkings,19.5,-108.0,-118.0
Evan Mobley,CLE,@MIA,2025-11-10,PTS,draftkings,18.5,-103.0,-124.0
Shaedon Sharpe,POR,@ORL,2025-11-10,PTS,draftkings,18.5,-126.0,-101.0
Nikola Vucevic,CHI,SAS,2025-11-10,PTS,draftkings,18.5,-119.0,-107.0
Andrew Wiggins,MIA,CLE,2025-11-10,PTS,draftkings,17.5,-113.0,-113.0
Desmond Bane,ORL,POR,2025-11-10,PTS,draftkings,17.5,-105.0,-121.0
Darius Garland,CLE,@MIA,2025-11-10,PTS,draftkings,17.5,-108.0,-118.0
Jerami Grant,POR,@ORL,2025-11-10,PTS,draftkings,17.5,-101.0,-127.0
CJ McCollum,WAS,@DET,2025-11-10,PTS,draftkings,17.5,-107.0,-119.0
Alex Sarr,WAS,@DET,2025-11-10,PTS,draftkings,16.5,-125.0,-102.0
Ivica Zubac,LAC,ATL,2025-11-10,PTS,draftkings,17.5,-122.0,-104.0
Nickeil Alexander-Walker,ATL,@LAC,2025-11-10,PTS,draftkings,16.5,-110.0,-115.0
Stephon Castle,SAS,@CHI,2025-11-10,PTS,draftkings,16.5,-103.0,-124.0
Jeremiah Fears,NOP,@PHX,2025-11-10,PTS,draftkings,16.5,-116.0,-110.0
Cooper Flagg,DAL,MIL,2025-11-10,PTS,draftkings,14.5,-124.0,-103.0
Jrue Holiday,POR,@ORL,2025-11-10,PTS,draftkings,15.5,-125.0,-102.0
Kon Knueppel,CHA,LAL,2025-11-10,PTS,draftkings,16.5,-117.0,-109.0
Grayson Allen,PHX,NOP,2025-11-10,PTS,draftkings,15.5,-101.0,-127.0
Deandre Ayton,LAL,@CHA,2025-11-10,PTS,draftkings,15.5,-112.0,-114.0
Dillon Brooks,PHX,NOP,2025-11-10,PTS,draftkings,15.5,-121.0,-106.0
Matas Buzelis,CHI,SAS,2025-11-10,PTS,draftkings,15.5,-119.0,-108.0
De'Andre Hunter,CLE,@MIA,2025-11-10,PTS,draftkings,14.5,-110.0,-116.0
Ausar Thompson,DET,WAS,2025-11-10,PTS,draftkings,14.5,-123.0,-104.0
P.J. Washington,DAL,MIL,2025-11-10,PTS,draftkings,14.5,-113.0,-113.0
Jaime Jaquez,MIA,CLE,2025-11-10,PTS,draftkings,14.5,-103.0,-123.0
Jaden McDaniels,MIN,@UTA,2025-11-10,PTS,draftkings,14.5,-111.0,-115.0
Ryan Rollins,MIL,@DAL,2025-11-10,PTS,draftkings,14.5,-125.0,-102.0
Devin Vassell,SAS,@CHI,2025-11-10,PTS,draftkings,14.5,-119.0,-107.0
Jarrett Allen,CLE,@MIA,2025-11-10,PTS,draftkings,12.5,-113.0,-113.0
Toumani Camara,POR,@ORL,2025-11-10,PTS,draftkings,12.5,-125.0,-102.0
Kyshawn George,WAS,@DET,2025-11-10,PTS,draftkings,13.5,-120.0,-106.0
Rui Hachimura,LAL,@CHA,2025-11-10,PTS,draftkings,13.5,-124.0,-103.0
Tre Johnson,WAS,@DET,2025-11-10,PTS,draftkings,13.5,100.0,-127.0
Myles Turner,MIL,@DAL,2025-11-10,PTS,draftkings,13.5,-112.0,-114.0
Mark Williams,PHX,NOP,2025-11-10,PTS,draftkings,13.5,-121.0,-105.0
Saddiq Bey,NOP,@PHX,2025-11-10,PTS,draftkings,12.5,-111.0,-115.0
Anthony Black,ORL,POR,2025-11-10,PTS,draftkings,11.5,-102.0,-125.0
Max Christie,DAL,MIL,2025-11-10,PTS,draftkings,12.5,-102.0,-125.0
Dyson Daniels,ATL,@LAC,2025-11-10,PTS,draftkings,12.5,-115.0,-111.0
Donte DiVincenzo,MIN,@UTA,2025-11-10,PTS,draftkings,12.5,-119.0,-107.0
Ronald Holland,DET,WAS,2025-11-10,PTS,draftkings,12.5,-101.0,-126.0
Tre Jones,CHI,SAS,2025-11-10,PTS,draftkings,12.5,-119.0,-107.0
Nikola Jovic,MIA,CLE,2025-11-10,PTS,draftkings,11.5,-112.0,-114.0
Naz Reid,MIN,@UTA,2025-11-10,PTS,draftkings,11.5,-123.0,-104.0
Zaccharie Risacher,ATL,@LAC,2025-11-10,PTS,draftkings,12.5,-105.0,-121.0
Wendell Carter,ORL,POR,2025-11-10,PTS,draftkings,11.5,-104.0,-122.0
Rudy Gobert,MIN,@UTA,2025-11-10,PTS,draftkings,11.5,100.0,-128.0
Herbert Jones,NOP,@PHX,2025-11-10,PTS,draftkings,11.5,-121.0,-105.0
Kyle Kuzma,MIL,@DAL,2025-11-10,PTS,draftkings,10.5,-125.0,-102.0
Duncan Robinson,DET,WAS,2025-11-10,PTS,draftkings,11.5,-119.0,-107.0
Kel'el Ware,MIA,CLE,2025-11-10,PTS,draftkings,11.5,-114.0,-112.0
Cole Anthony,MIL,@DAL,2025-11-10,PTS,draftkings,10.5,-114.0,-111.0
Harrison Barnes,SAS,@CHI,2025-11-10,PTS,draftkings,10.5,-103.0,-124.0
Bradley Beal,LAC,ATL,2025-11-10,PTS,draftkings,10.5,-126.0,-101.0
Isaiah Collier,UTA,MIN,2025-11-10,PTS,draftkings,9.5,-114.0,-112.0
Ayo Dosunmu,CHI,SAS,2025-11-10,PTS,draftkings,10.5,-112.0,-114.0
Keldon Johnson,SAS,@CHI,2025-11-10,PTS,draftkings,10.5,-116.0,-110.0
Pelle Larsson,MIA,CLE,2025-11-10,PTS,draftkings,10.5,-102.0,-125.0
Naji Marshall,DAL,MIL,2025-11-10,PTS,draftkings,10.5,-117.0,-109.0
Gary Trent,MIL,@DAL,2025-11-10,PTS,draftkings,10.5,-111.0,-115.0
Derrick Jones,LAC,ATL,2025-11-10,PTS,draftkings,9.5,-121.0,-105.0
Ryan Kalkbrenner,CHA,LAL,2025-11-10,PTS,draftkings,9.5,-111.0,-115.0
Sam Merrill,CLE,@MIA,2025-11-10,PTS,draftkings,9.5,101.0,-129.0
Davion Mitchell,MIA,CLE,2025-11-10,PTS,draftkings,9.5,-103.0,-124.0
Jusuf Nurkic,UTA,MIN,2025-11-10,PTS,draftkings,9.5,-113.0,-113.0
Royce O'Neale,PHX,NOP,2025-11-10,PTS,draftkings,9.5,-115.0,-111.0
D'Angelo Russell,DAL,MIL,2025-11-10,PTS,draftkings,9.5,-126.0,-101.0
Jalen Smith,CHI,SAS,2025-11-10,PTS,draftkings,9.5,-120.0,-106.0
Klay Thompson,DAL,MIL,2025-11-10,PTS,draftkings,9.5,-122.0,-104.0
