player,team,opponent,game_date,market,book,line,over_odds,under_odds
Luka Doncic,LAL,SAS,2025-11-05,PTS,draftkings,32.5,-121.0,-105.0
Shai Gilgeous-Alexander,OKC,@POR,2025-11-05,PTS,draftkings,31.5,-113.0,-113.0
Tyrese Maxey,PHI,@CLE,2025-11-05,PTS,draftkings,30.5,-120.0,-106.0
Cade Cunningham,DET,UTA,2025-11-05,PTS,draftkings,28.5,-112.0,-114.0
Jalen Brunson,NYK,MIN,2025-11-05,PTS,draftkings,26.5,-114.0,-112.0
Pascal Siakam,IND,BKN,2025-11-05,PTS,draftkings,26.5,-105.0,-122.0
Victor Wembanyama,SAS,@LAL,2025-11-05,PTS,draftkings,27.5,-106.0,-120.0
Nikola Jokic,DEN,MIA,2025-11-05,PTS,draftkings,26.5,-109.0,-117.0
Donovan Mitchell,CLE,PHI,2025-11-05,PTS,draftkings,25.5,-116.0,-109.0
Jaylen Brown,BOS,WAS,2025-11-05,PTS,draftkings,25.5,-109.0,-117.0
Kevin Durant,HOU,@MEM,2025-11-05,PTS,draftkings,25.5,-124.0,-103.0
Anthony Edwards,MIN,@NYK,2025-11-05,PTS,draftkings,25.5,-115.0,-111.0
Lauri Markkanen,UTA,@DET,2025-11-05,PTS,draftkings,25.5,-104.0,-122.0
Austin Reaves,LAL,SAS,2025-11-05,PTS,draftkings,24.5,-112.0,-114.0
Cam Thomas,BKN,@IND,2025-11-05,PTS,draftkings,24.5,-106.0,-120.0
Zach LaVine,SAC,GSW,2025-11-05,PTS,draftkings,22.5,-118.0,-108.0
Jonathan Kuminga,GSW,@SAC,2025-11-05,PTS,draftkings,21.5,-126.0,-101.0
Ja Morant,MEM,HOU,2025-11-05,PTS,draftkings,22.5,-108.0,-118.0
Jamal Murray,DEN,MIA,2025-11-05,PTS,draftkings,20.5,-120.0,-106.0
Karl-Anthony Towns,NYK,MIN,2025-11-05,PTS,draftkings,22.5,-102.0,-125.0
Deni Avdija,POR,OKC,2025-11-05,PTS,draftkings,20.5,-119.0,-107.0
Julius Randle,MIN,@NYK,2025-11-05,PTS,draftkings,20.5,-123.0,-103.0
Alperen Sengun,HOU,@MEM,2025-11-05,PTS,draftkings,21.5,-117.0,-109.0
