game_time,team,side,lineup_status,starters,may_not_play,may_not_play_count,lineup_confirmed,starter_1,starter_2,starter_3,starter_4,starter_5
,PHI,AWAY,EXPECTED,"['Tyrese Maxey', 'VJ Edgecombe', 'Kelly Oubre', 'Jabari Walker', 'Joel Embiid']","['D. Barlow', 'P. George', 'D. Garland', 'D. Mitchell', 'D. Hunter', 'Evan Mobley', 'J. Allen']",7,0,Tyrese Maxey,VJ Edgecombe,Kelly Oubre,Jabari Walker,Joel Embiid
,CLE,HOME,EXPECTED,"['D. Mitchell', 'D. Hunter', 'Evan Mobley', 'D. Garland', 'D. Mitchell']","['J. Allen', 'D. Garland', 'S. Merrill', 'Max Strus', 'K. George', 'S. Mykhailiuk', 'L. Markkanen', 'T. Hendricks', 'Jusuf Nurkic']",9,0,D. Mitchell,D. Hunter,Evan Mobley,D. Garland,D. Mitchell
,UTA,AWAY,EXPECTED,"['K. George', 'S. Mykhailiuk', 'L. Markkanen', 'T. Hendricks', 'Jusuf Nurkic']","['W. Kessler', 'G. Niang', 'C. Cunningham', 'D. Robinson', 'A. Thompson', 'I. Stewart', 'Jalen Duren']",7,0,K. George,S. Mykhailiuk,L. Markkanen,T. Hendricks,Jusuf Nurkic
,DET,HOME,EXPECTED,"['C. Cunningham', 'D. Robinson', 'A. Thompson', 'I. Stewart', 'Jalen Duren']","['T. Harris', 'Jaden Ivey', 'M. Sasser', 'Tyrese Martin', 'Cam Thomas', 'Terance Mann', 'M. Porter', 'Nic Claxton']",8,0,C. Cunningham,D. Robinson,A. Thompson,I. Stewart,Jalen Duren
,BKN,AWAY,EXPECTED,"['Tyrese Martin', 'Cam Thomas', 'Terance Mann', 'M. Porter', 'Nic Claxton']","['H. Highsmith', 'D. Powell', 'Ben Sheppard', 'Aaron Nesmith', 'Jarace Walker', 'Pascal Siakam', 'I. Jackson']",7,0,Tyrese Martin,Cam Thomas,Terance Mann,M. Porter,Nic Claxton
,IND,HOME,EXPECTED,"['Ben Sheppard', 'Aaron Nesmith', 'Jarace Walker', 'Pascal Siakam', 'I. Jackson']","['T. Haliburton', 'R. Dennis', 'J. Furphy', 'Q. Jackson', 'Kam Jones', 'B. Mathurin', 'T. McConnell', 'A. Nembhard', 'Obi Toppin', 'CJ McCollum', 'K. George', 'J. Champagnie', 'B. Coulibaly', 'Alex Sarr']",14,0,Ben Sheppard,Aaron Nesmith,Jarace Walker,Pascal Siakam,I. Jackson
,WAS,AWAY,EXPECTED,"['CJ McCollum', 'K. George', 'J. Champagnie', 'B. Coulibaly', 'Alex Sarr']","['K. Middleton', 'Derrick White', 'P. Pritchard', 'Jaylen Brown', 'Josh Minott', 'Neemias Queta']",6,0,CJ McCollum,K. George,J. Champagnie,B. Coulibaly,Alex Sarr
,BOS,HOME,EXPECTED,"['Derrick White', 'P. Pritchard', 'Jaylen Brown', 'Josh Minott', 'Neemias Queta']","['J. Tatum', 'D. DiVincenzo', 'A. Edwards', 'J. McDaniels', 'Julius Randle', 'Rudy Gobert']",6,0,Derrick White,P. Pritchard,Jaylen Brown,Josh Minott,Neemias Queta
,MIN,AWAY,EXPECTED,"['D. DiVincenzo', 'J. McDaniels', 'Julius Randle', 'Rudy Gobert', 'D. DiVincenzo']","['A. Edwards', 'Jalen Brunson', 'Mikal Bridges', 'OG Anunoby', 'K. Towns', 'M. Robinson']",6,0,D. DiVincenzo,J. McDaniels,Julius Randle,Rudy Gobert,D. DiVincenzo
,NYK,HOME,EXPECTED,"['Jalen Brunson', 'Mikal Bridges', 'OG Anunoby', 'K. Towns', 'Jalen Brunson']","['M. Robinson', 'Amen Thompson', 'Josh Okogie', 'Kevin Durant', 'J. Smith', 'A. Sengun']",6,0,Jalen Brunson,Mikal Bridges,OG Anunoby,K. Towns,Jalen Brunson
,HOU,AWAY,EXPECTED,"['Amen Thompson', 'Josh Okogie', 'Kevin Durant', 'A. Sengun', 'Amen Thompson']","['S. Adams', 'J. Smith', 'D. Finney-Smith', 'F. VanVleet', 'Ja Morant', 'K. Caldwell-Pope', 'Jaylen Wells', 'Jaren Jackson', 'Jock Landale']",9,0,Amen Thompson,Josh Okogie,Kevin Durant,A. Sengun,Amen Thompson
,MEM,HOME,EXPECTED,"['Ja Morant', 'K. Caldwell-Pope', 'Jaylen Wells', 'Jaren Jackson', 'Jock Landale']","['B. Clarke', 'Zach Edey', 'Ty Jerome', 'S. Pippen', 'J. Fears', 'Jordan Poole', 'Trey Murphy', 'Herbert Jones', 'Yves Missi']",9,0,Ja Morant,K. Caldwell-Pope,Jaylen Wells,Jaren Jackson,Jock Landale
,NOP,AWAY,EXPECTED,"['J. Fears', 'Jordan Poole', 'Trey Murphy', 'Herbert Jones', 'J. Fears']","['Yves Missi', 'D. Murray', 'Z. Williamson', 'Cooper Flagg', 'Max Christie', 'Klay Thompson', 'P. Washington', 'D. Gafford']",8,0,J. Fears,Jordan Poole,Trey Murphy,Herbert Jones,J. Fears
,DAL,HOME,EXPECTED,"['Cooper Flagg', 'Max Christie', 'Klay Thompson', 'P. Washington', 'D. Gafford']","['A. Davis', 'Dante Exum', 'K. Irving', 'D. Lively', 'D. Mitchell', 'Norman Powell', 'Pelle Larsson', 'A. Wiggins', 'Bam Adebayo']",9,0,Cooper Flagg,Max Christie,Klay Thompson,P. Washington,D. Gafford
,MIA,AWAY,EXPECTED,"['D. Mitchell', 'Norman Powell', 'Pelle Larsson', 'A. Wiggins', 'Bam Adebayo']","['K. Jakucionis', 'T. Herro', 'T. Rozier', 'J. Murray', 'C. Braun', 'C. Johnson', 'Aaron Gordon', 'Nikola Jokic']",8,0,D. Mitchell,Norman Powell,Pelle Larsson,A. Wiggins,Bam Adebayo
,DEN,HOME,EXPECTED,"['C. Braun', 'C. Johnson', 'Aaron Gordon', 'Nikola Jokic', 'J. Murray']","['J. Murray', 'S. Castle', 'Devin Vassell', 'H. Barnes', 'J. Champagnie', 'V. Wembanyama']",6,0,C. Braun,C. Johnson,Aaron Gordon,Nikola Jokic,J. Murray
,SAS,AWAY,EXPECTED,"['S. Castle', 'Devin Vassell', 'H. Barnes', 'J. Champagnie', 'V. Wembanyama']","['K. Olynyk', 'J. Sochan', 'L. Waters', 'D. Fox', 'D. Harper', 'L. Kornet', 'Luka Doncic', 'A. Reaves', 'Marcus Smart', 'Rui Hachimura', 'Deandre Ayton']",11,0,S. Castle,Devin Vassell,H. Barnes,J. Champagnie,V. Wembanyama
,LAL,HOME,EXPECTED,"['Luka Doncic', 'Marcus Smart', 'Rui Hachimura', 'Deandre Ayton', 'Luka Doncic']","['J. Hayes', 'A. Reaves', 'L. James', 'M. Kleber', 'A. Thiero', 'G. Vincent', 'S. Gilgeous-Alexander', 'Cason Wallace', 'L. Dort', 'Chet Holmgren', 'I. Hartenstein']",11,0,Luka Doncic,Marcus Smart,Rui Hachimura,Deandre Ayton,Luka Doncic
,OKC,AWAY,EXPECTED,"['S. Gilgeous-Alexander', 'Cason Wallace', 'Chet Holmgren', 'I. Hartenstein', 'S. Gilgeous-Alexander']","['T. Sorber', 'L. Dort', 'N. Topic', 'K. Williams', 'J. Williams', 'Jrue Holiday', 'S. Sharpe', 'T. Camara', 'Deni Avdija', 'D. Clingan']",10,0,S. Gilgeous-Alexander,Cason Wallace,Chet Holmgren,I. Hartenstein,S. Gilgeous-Alexander
,POR,HOME,EXPECTED,"['Jrue Holiday', 'T. Camara', 'Deni Avdija', 'D. Clingan', 'Jrue Holiday']","['D. Lillard', 'S. Sharpe', 'S. Henderson', 'M. Thybulle', 'B. Wesley', 'B. Podziemski', 'J. Butler', 'J. Kuminga', 'D. Green', 'Quinten Post']",10,0,Jrue Holiday,T. Camara,Deni Avdija,D. Clingan,Jrue Holiday
,GSW,AWAY,EXPECTED,"['B. Podziemski', 'J. Kuminga', 'D. Green', 'Quinten Post', 'B. Podziemski']","['J. Butler', 'S. Curry', 'Al Horford', 'D. Melton', 'A. Toohey', 'D. Schroder', 'R. Westbrook', 'Z. LaVine', 'DeMar DeRozan', 'D. Sabonis']",10,0,B. Podziemski,J. Kuminga,D. Green,Quinten Post,B. Podziemski
,SAC,HOME,EXPECTED,"['D. Schroder', 'R. Westbrook', 'DeMar DeRozan', 'D. Schroder', 'R. Westbrook']","['Z. LaVine', 'D. Sabonis', 'K. Murray']",3,0,D. Schroder,R. Westbrook,DeMar DeRozan,D. Schroder,R. Westbrook
