game_time,team,side,lineup_status,starters,may_not_play,may_not_play_count,lineup_confirmed,starter_1,starter_2,starter_3,starter_4,starter_5
,DAL,AWAY,CONFIRMED,"['D. Russell', 'Max Christie', 'Cooper Flagg', 'P. Washington', 'D. Gafford']","['A. Davis', 'Dante Exum', 'K. Irving', 'D. Lively', 'K. Thompson', 'CJ McCollum', 'Tre Johnson', 'K. George', 'J. Champagnie', 'Alex Sarr']",10,1,D. Russell,Max Christie,Cooper Flagg,P. Washington,D. Gafford
,WAS,HOME,CONFIRMED,"['CJ McCollum', 'Tre Johnson', 'K. George', 'J. Champagnie', 'Alex Sarr']","['B. Coulibaly', 'K. Middleton', 'I. Quickley', 'RJ Barrett', 'B. Ingram', 'S. Barnes', 'Ochai Agbaji']",7,1,CJ McCollum,Tre Johnson,K. George,J. Champagnie,Alex Sarr
,TOR,AWAY,CONFIRMED,"['I. Quickley', 'RJ Barrett', 'B. Ingram', 'S. Barnes', 'Ochai Agbaji']","['J. Poeltl', 'Tyrese Maxey', 'VJ Edgecombe', 'Kelly Oubre', 'T. Watford', 'Joel Embiid']",6,1,I. Quickley,RJ Barrett,B. Ingram,S. Barnes,Ochai Agbaji
,PHI,HOME,CONFIRMED,"['Tyrese Maxey', 'VJ Edgecombe', 'Kelly Oubre', 'T. Watford', 'Joel Embiid']","['D. Barlow', 'P. George', 'Luka Doncic', 'Marcus Smart', 'Jake LaRavia', 'Rui Hachimura', 'Deandre Ayton']",7,1,Tyrese Maxey,VJ Edgecombe,Kelly Oubre,T. Watford,Joel Embiid
,LAL,AWAY,CONFIRMED,"['Luka Doncic', 'Marcus Smart', 'Jake LaRavia', 'Rui Hachimura', 'Deandre Ayton']","['L. James', 'A. Reaves', 'A. Thiero', 'G. Vincent', 'K. Wallace', 'Dyson Daniels', 'Z. Risacher', 'M. Gueye', 'O. Okongwu']",9,1,Luka Doncic,Marcus Smart,Jake LaRavia,Rui Hachimura,Deandre Ayton
,ATL,HOME,CONFIRMED,"['K. Wallace', 'Dyson Daniels', 'Z. Risacher', 'M. Gueye', 'O. Okongwu']","['N. Alexander-Walker', 'N. Durisic', 'J. Johnson', 'L. Kennard', 'K. Porzingis', 'Trae Young', 'Tre Jones', 'Josh Giddey', 'Isaac Okoro', 'Matas Buzelis', 'N. Vucevic']",11,1,K. Wallace,Dyson Daniels,Z. Risacher,M. Gueye,O. Okongwu
,CHI,AWAY,CONFIRMED,"['Tre Jones', 'Josh Giddey', 'Isaac Okoro', 'Matas Buzelis', 'N. Vucevic']","['Z. Collins', 'Coby White', 'Jaylon Tyson', 'D. Mitchell', 'D. Hunter', 'Evan Mobley', 'Jarrett Allen']",7,1,Tre Jones,Josh Giddey,Isaac Okoro,Matas Buzelis,N. Vucevic
,CLE,HOME,CONFIRMED,"['Jaylon Tyson', 'D. Mitchell', 'D. Hunter', 'Evan Mobley', 'Jarrett Allen']","['D. Garland', 'L. Nance', 'Max Strus', 'Jrue Holiday', 'S. Sharpe', 'T. Camara', 'Deni Avdija', 'D. Clingan']",8,1,Jaylon Tyson,D. Mitchell,D. Hunter,Evan Mobley,Jarrett Allen
,POR,AWAY,CONFIRMED,"['Jrue Holiday', 'S. Sharpe', 'T. Camara', 'Deni Avdija', 'D. Clingan']","['D. Lillard', 'S. Henderson', 'M. Thybulle', 'B. Wesley', 'D. Mitchell', 'Norman Powell', 'Pelle Larsson', 'A. Wiggins', ""Kel'el Ware""]",9,1,Jrue Holiday,S. Sharpe,T. Camara,Deni Avdija,D. Clingan
,MIA,HOME,CONFIRMED,"['D. Mitchell', 'Norman Powell', 'Pelle Larsson', 'A. Wiggins', ""Kel'el Ware""]","['B. Adebayo', 'T. Herro', 'T. Rozier', 'J. Fears', 'Trey Murphy', 'Saddiq Bey', 'Herbert Jones', 'Kevon Looney']",8,1,D. Mitchell,Norman Powell,Pelle Larsson,A. Wiggins,Kel'el Ware
,NOP,AWAY,CONFIRMED,"['J. Fears', 'Trey Murphy', 'Saddiq Bey', 'Herbert Jones', 'Kevon Looney']","['Yves Missi', 'D. Murray', 'J. Poole', 'Z. Williamson', ""De'Aaron Fox"", 'S. Castle', 'Devin Vassell', 'H. Barnes', 'V. Wembanyama']",9,1,J. Fears,Trey Murphy,Saddiq Bey,Herbert Jones,Kevon Looney
,SAS,HOME,CONFIRMED,"[""De'Aaron Fox"", 'S. Castle', 'Devin Vassell', 'H. Barnes', 'V. Wembanyama']","['D. Harper', 'L. Kornet', 'A. Nembhard', 'Aaron Nesmith', 'Jarace Walker', 'Pascal Siakam', 'I. Jackson']",7,1,De'Aaron Fox,S. Castle,Devin Vassell,H. Barnes,V. Wembanyama
,IND,AWAY,EXPECTED,"['A. Nembhard', 'Aaron Nesmith', 'Jarace Walker', 'Pascal Siakam', 'I. Jackson']","['T. Haliburton', 'T. Peter', 'J. Furphy', 'Q. Jackson', 'Kam Jones', 'B. Mathurin', 'T. McConnell', 'Obi Toppin', 'J. Murray', 'C. Braun', 'C. Johnson', 'A. Gordon', 'Nikola Jokic']",13,0,A. Nembhard,Aaron Nesmith,Jarace Walker,Pascal Siakam,I. Jackson
,DEN,HOME,EXPECTED,"['C. Braun', 'C. Johnson', 'Nikola Jokic', 'J. Murray', 'C. Braun']","['Z. Nnaji', 'A. Gordon', 'J. Murray', 'Devin Booker', 'Jalen Green', 'D. Brooks', ""Royce O'Neale"", 'M. Williams']",8,0,C. Braun,C. Johnson,Nikola Jokic,J. Murray,C. Braun
