player,team,opponent,game_date,market,book,line,over_odds,under_odds
Giannis Antetokounmpo,MIL,@CLE,2025-11-17,PTS,mgm,30.5,-130.0,-105.0
Shai Gilgeous-Alexander,OKC,@NOP,2025-11-17,PTS,mgm,30.5,-110.0,-118.0
Tyrese Maxey,PHI,LAC,2025-11-17,PTS,mgm,29.5,-105.0,-125.0
Donovan Mitchell,CLE,MIL,2025-11-17,PTS,mgm,28.5,-115.0,-115.0
Cade Cunningham,DET,IND,2025-11-17,PTS,mgm,27.5,-125.0,-105.0
Anthony Edwards,MIN,DAL,2025-11-17,PTS,mgm,28.5,-118.0,-110.0
Nikola Jokic,DEN,CHI,2025-11-17,PTS,mgm,27.5,-118.0,-110.0
Karl-Anthony Towns,NYK,@MIA,2025-11-17,PTS,mgm,28.5,100.0,-130.0
James Harden,LAC,@PHI,2025-11-17,PTS,mgm,26.5,-105.0,-125.0
Norman Powell,MIA,NYK,2025-11-17,PTS,mgm,25.5,-110.0,-120.0
Jamal Murray,DEN,CHI,2025-11-17,PTS,mgm,23.5,-110.0,-120.0
Pascal Siakam,IND,@DET,2025-11-17,PTS,mgm,23.5,100.0,-135.0
Julius Randle,MIN,DAL,2025-11-17,PTS,mgm,21.5,-110.0,-118.0
Miles Bridges,CHA,@TOR,2025-11-17,PTS,mgm,19.5,-125.0,-105.0
Brandon Ingram,TOR,CHA,2025-11-17,PTS,mgm,20.5,-118.0,-110.0
LaMelo Ball,CHA,@TOR,2025-11-17,PTS,mgm,19.5,-115.0,-115.0
Scottie Barnes,TOR,CHA,2025-11-17,PTS,mgm,18.5,-115.0,-118.0
RJ Barrett,TOR,CHA,2025-11-17,PTS,mgm,18.5,-110.0,-118.0
Mikal Bridges,NYK,@MIA,2025-11-17,PTS,mgm,18.5,-125.0,-105.0
Jalen Duren,DET,IND,2025-11-17,PTS,mgm,19.5,-105.0,-125.0
Josh Giddey,CHI,@DEN,2025-11-17,PTS,mgm,19.5,100.0,-135.0
Evan Mobley,CLE,MIL,2025-11-17,PTS,mgm,17.5,-130.0,-105.0
Aaron Gordon,DEN,CHI,2025-11-17,PTS,mgm,17.5,-130.0,-105.0
Chet Holmgren,OKC,@NOP,2025-11-17,PTS,mgm,18.5,105.0,-140.0
De'Andre Hunter,CLE,MIL,2025-11-17,PTS,mgm,17.5,-125.0,-105.0
Andrew Nembhard,IND,@DET,2025-11-17,PTS,mgm,18.5,-110.0,-120.0
Andrew Wiggins,MIA,NYK,2025-11-17,PTS,mgm,18.5,-115.0,-115.0
Ivica Zubac,LAC,@PHI,2025-11-17,PTS,mgm,17.5,-105.0,-130.0
Jordan Clarkson,NYK,@MIA,2025-11-17,PTS,mgm,15.5,-125.0,-105.0
Jaime Jaquez,MIA,NYK,2025-11-17,PTS,mgm,17.5,105.0,-145.0
Kon Knueppel,CHA,@TOR,2025-11-17,PTS,mgm,16.5,-110.0,-120.0
Bennedict Mathurin,IND,@DET,2025-11-17,PTS,mgm,16.5,-118.0,-115.0
Trey Murphy,NOP,OKC,2025-11-17,PTS,mgm,17.5,-110.0,-120.0
Immanuel Quickley,TOR,CHA,2025-11-17,PTS,mgm,15.5,-130.0,-105.0
Zion Williamson,NOP,OKC,2025-11-17,PTS,mgm,17.5,-120.0,-110.0
John Collins,LAC,@PHI,2025-11-17,PTS,mgm,15.5,-105.0,-125.0
Cooper Flagg,DAL,@MIN,2025-11-17,PTS,mgm,15.5,-135.0,100.0
Quentin Grimes,PHI,LAC,2025-11-17,PTS,mgm,15.5,-145.0,110.0
Ajay Mitchell,OKC,@NOP,2025-11-17,PTS,mgm,14.5,-125.0,-105.0
Nikola Vucevic,CHI,@DEN,2025-11-17,PTS,mgm,16.5,-120.0,-110.0
P.J. Washington,DAL,@MIN,2025-11-17,PTS,mgm,15.5,-118.0,-110.0
Matas Buzelis,CHI,@DEN,2025-11-17,PTS,mgm,14.5,-130.0,-105.0
VJ Edgecombe,PHI,LAC,2025-11-17,PTS,mgm,14.5,-105.0,-125.0
Jaden McDaniels,MIN,DAL,2025-11-17,PTS,mgm,14.5,-115.0,-115.0
Jarrett Allen,CLE,MIL,2025-11-17,PTS,mgm,14.5,-105.0,-125.0
Jeremiah Fears,NOP,OKC,2025-11-17,PTS,mgm,13.5,-120.0,-110.0
Miles McBride,NYK,@MIA,2025-11-17,PTS,mgm,13.5,-125.0,-105.0
Duncan Robinson,DET,IND,2025-11-17,PTS,mgm,13.5,-105.0,-130.0
Ryan Rollins,MIL,@CLE,2025-11-17,PTS,mgm,13.5,-130.0,100.0
Collin Sexton,CHA,@TOR,2025-11-17,PTS,mgm,14.5,-120.0,-110.0
Ausar Thompson,DET,IND,2025-11-17,PTS,mgm,14.5,-135.0,100.0
Donte DiVincenzo,MIN,DAL,2025-11-17,PTS,mgm,13.5,-110.0,-118.0
Ayo Dosunmu,CHI,@DEN,2025-11-17,PTS,mgm,13.5,100.0,-130.0
Tim Hardaway,DEN,CHI,2025-11-17,PTS,mgm,13.5,100.0,-130.0
Kevin Huerter,CHI,@DEN,2025-11-17,PTS,mgm,13.5,105.0,-140.0
Isaiah Joe,OKC,@NOP,2025-11-17,PTS,mgm,12.5,-105.0,-125.0
Jakob Poeltl,TOR,CHA,2025-11-17,PTS,mgm,12.5,-110.0,-120.0
Derik Queen,NOP,OKC,2025-11-17,PTS,mgm,12.5,-120.0,-110.0
Landry Shamet,NYK,@MIA,2025-11-17,PTS,mgm,12.5,-120.0,-110.0
Myles Turner,MIL,@CLE,2025-11-17,PTS,mgm,12.5,-110.0,-118.0
Kel'el Ware,MIA,NYK,2025-11-17,PTS,mgm,12.5,-135.0,100.0
Saddiq Bey,NOP,OKC,2025-11-17,PTS,mgm,11.5,-115.0,-115.0
Bogdan Bogdanovic,LAC,@PHI,2025-11-17,PTS,mgm,12.5,105.0,-140.0
Paul George,PHI,LAC,2025-11-17,PTS,mgm,12.5,-110.0,-120.0
Josh Hart,NYK,@MIA,2025-11-17,PTS,mgm,12.5,-110.0,-120.0
Isaiah Hartenstein,OKC,@NOP,2025-11-17,PTS,mgm,11.5,-135.0,100.0
Kyle Kuzma,MIL,@CLE,2025-11-17,PTS,mgm,12.5,-115.0,-115.0
Naz Reid,MIN,DAL,2025-11-17,PTS,mgm,12.5,-110.0,-120.0
Max Christie,DAL,@MIN,2025-11-17,PTS,mgm,10.5,-135.0,100.0
Andre Drummond,PHI,LAC,2025-11-17,PTS,mgm,10.5,-118.0,-110.0
Rudy Gobert,MIN,DAL,2025-11-17,PTS,mgm,11.5,-110.0,-120.0
Herbert Jones,NOP,OKC,2025-11-17,PTS,mgm,9.5,-135.0,100.0
Sam Merrill,CLE,MIL,2025-11-17,PTS,mgm,10.5,-130.0,-105.0
D'Angelo Russell,DAL,@MIN,2025-11-17,PTS,mgm,11.5,-105.0,-125.0
Ronald Holland,DET,IND,2025-11-17,PTS,mgm,10.5,-115.0,-115.0
Tre Mann,CHA,@TOR,2025-11-17,PTS,mgm,10.5,-135.0,100.0
T.J. McConnell,IND,@DET,2025-11-17,PTS,mgm,8.5,-125.0,-105.0
Davion Mitchell,MIA,NYK,2025-11-17,PTS,mgm,10.5,100.0,-130.0
Isaiah Stewart,DET,IND,2025-11-17,PTS,mgm,9.5,-120.0,-110.0
Klay Thompson,DAL,@MIN,2025-11-17,PTS,mgm,10.5,-125.0,-105.0
Gary Trent,MIL,@CLE,2025-11-17,PTS,mgm,9.5,-110.0,-120.0
Jarace Walker,IND,@DET,2025-11-17,PTS,mgm,9.5,-130.0,-105.0
Bruce Brown,DEN,CHI,2025-11-17,PTS,mgm,9.5,120.0,-160.0
Javonte Green,DET,IND,2025-11-17,PTS,mgm,9.5,105.0,-145.0
AJ Green,MIL,@CLE,2025-11-17,PTS,mgm,8.5,-155.0,115.0
Cameron Johnson,DEN,CHI,2025-11-17,PTS,mgm,9.5,-130.0,-105.0
Nikola Jovic,MIA,NYK,2025-11-17,PTS,mgm,9.5,-115.0,-115.0
Ryan Kalkbrenner,CHA,@TOR,2025-11-17,PTS,mgm,9.5,-110.0,-118.0
Pelle Larsson,MIA,NYK,2025-11-17,PTS,mgm,9.5,-118.0,-110.0
Naji Marshall,DAL,@MIN,2025-11-17,PTS,mgm,9.5,-125.0,-105.0
Bobby Portis,MIL,@CLE,2025-11-17,PTS,mgm,8.5,-120.0,-110.0
Cole Anthony,MIL,@CLE,2025-11-17,PTS,mgm,8.5,-105.0,-130.0
Moussa Diabate,CHA,@TOR,2025-11-17,PTS,mgm,7.5,-150.0,110.0
Luguentz Dort,OKC,@NOP,2025-11-17,PTS,mgm,7.5,-135.0,100.0
Kris Dunn,LAC,@PHI,2025-11-17,PTS,mgm,7.5,-135.0,100.0
Simone Fontecchio,MIA,NYK,2025-11-17,PTS,mgm,8.5,-140.0,105.0
Jonas Valanciunas,DEN,CHI,2025-11-17,PTS,mgm,7.5,-135.0,100.0
Cason Wallace,OKC,@NOP,2025-11-17,PTS,mgm,8.5,100.0,-135.0
Jose Alvarado,NOP,OKC,2025-11-17,PTS,mgm,7.5,-120.0,-110.0
Lonzo Ball,CLE,MIL,2025-11-17,PTS,mgm,7.5,105.0,-140.0
Gradey Dick,TOR,CHA,2025-11-17,PTS,mgm,6.5,-120.0,-110.0
Sion James,CHA,@TOR,2025-11-17,PTS,mgm,7.5,-105.0,-130.0
Brook Lopez,LAC,@PHI,2025-11-17,PTS,mgm,7.5,100.0,-130.0
Collin Murray-Boyles,TOR,CHA,2025-11-17,PTS,mgm,7.5,100.0,-135.0
Isaac Okoro,CHI,@DEN,2025-11-17,PTS,mgm,7.5,100.0,-135.0
Trendon Watford,PHI,LAC,2025-11-17,PTS,mgm,6.5,-135.0,100.0
Jamal Shead,TOR,CHA,2025-11-17,PTS,mgm,6.5,-105.0,-125.0
