player,team,opponent,game_date,market,book,line,over_odds,under_odds
Shai Gilgeous-Alexander,OKC,@UTA,2025-11-21,PTS,mgm,30.5,-115.0,-115.0
Devin Booker,PHX,MIN,2025-11-21,PTS,mgm,28.5,-125.0,-105.0
Anthony Edwards,MIN,@PHX,2025-11-21,PTS,mgm,28.5,-118.0,-110.0
Nikola Jokic,DEN,@HOU,2025-11-21,PTS,mgm,28.5,-125.0,-110.0
Donovan Mitchell,CLE,IND,2025-11-21,PTS,mgm,28.5,-105.0,-125.0
Jaylen Brown,BOS,BKN,2025-11-21,PTS,mgm,26.5,-125.0,-110.0
Stephen Curry,GSW,POR,2025-11-21,PTS,mgm,27.5,-110.0,-125.0
Kevin Durant,HOU,DEN,2025-11-21,PTS,mgm,26.5,-110.0,-120.0
Norman Powell,MIA,@CHI,2025-11-21,PTS,mgm,26.5,105.0,-140.0
Deni Avdija,POR,@GSW,2025-11-21,PTS,mgm,24.5,-130.0,-105.0
Lauri Markkanen,UTA,OKC,2025-11-21,PTS,mgm,25.5,100.0,-135.0
Michael Porter,BKN,@BOS,2025-11-21,PTS,mgm,22.5,-120.0,-110.0
Julius Randle,MIN,@PHX,2025-11-21,PTS,mgm,22.5,-125.0,-105.0
Alperen Sengun,HOU,DEN,2025-11-21,PTS,mgm,23.5,-110.0,-120.0
Shaedon Sharpe,POR,@GSW,2025-11-21,PTS,mgm,23.5,-120.0,-110.0
Pascal Siakam,IND,@CLE,2025-11-21,PTS,mgm,23.5,-110.0,-120.0
Jimmy Butler,GSW,POR,2025-11-21,PTS,mgm,22.5,-105.0,-130.0
Brandon Ingram,TOR,WAS,2025-11-21,PTS,mgm,21.5,-105.0,-125.0
Bennedict Mathurin,IND,@CLE,2025-11-21,PTS,mgm,21.5,-105.0,-125.0
Zion Williamson,NOP,@DAL,2025-11-21,PTS,mgm,22.5,-105.0,-130.0
Jamal Murray,DEN,@HOU,2025-11-21,PTS,mgm,21.5,-120.0,-110.0
Coby White,CHI,MIA,2025-11-21,PTS,mgm,20.5,-115.0,-115.0
Bam Adebayo,MIA,@CHI,2025-11-21,PTS,mgm,20.5,-105.0,-130.0
Josh Giddey,CHI,MIA,2025-11-21,PTS,mgm,20.5,-118.0,-110.0
Scottie Barnes,TOR,WAS,2025-11-21,PTS,mgm,19.5,-115.0,-115.0
Keyonte George,UTA,OKC,2025-11-21,PTS,mgm,19.5,-110.0,-120.0
Jaime Jaquez,MIA,@CHI,2025-11-21,PTS,mgm,18.5,-125.0,-105.0
Evan Mobley,CLE,IND,2025-11-21,PTS,mgm,19.5,-110.0,-120.0
Trey Murphy,NOP,@DAL,2025-11-21,PTS,mgm,18.5,-120.0,-110.0
RJ Barrett,TOR,WAS,2025-11-21,PTS,mgm,18.5,-130.0,-105.0
Chet Holmgren,OKC,@UTA,2025-11-21,PTS,mgm,18.5,-120.0,-110.0
Alex Sarr,WAS,@TOR,2025-11-21,PTS,mgm,18.5,-110.0,-120.0
Nikola Vucevic,CHI,MIA,2025-11-21,PTS,mgm,17.5,-115.0,-115.0
Dillon Brooks,PHX,MIN,2025-11-21,PTS,mgm,16.5,-120.0,-110.0
Cooper Flagg,DAL,NOP,2025-11-21,PTS,mgm,16.5,-115.0,-118.0
Aaron Gordon,DEN,@HOU,2025-11-21,PTS,mgm,17.5,-105.0,-130.0
De'Andre Hunter,CLE,IND,2025-11-21,PTS,mgm,17.5,-115.0,-115.0
CJ McCollum,WAS,@TOR,2025-11-21,PTS,mgm,17.5,-105.0,-130.0
