player,team,is_starter,start_prob
Stephen Curry,,1,0.7
Will Richard,,1,0.7
Moses Moody,,1,0.7
Jimmy Butler,,1,0.7
D. Green,,1,0.7
C. Cunningham,,1,0.42
D. Robinson,,1,0.7
A. Thompson,,1,0.42
I. Stewart,,1,0.7
Jalen Duren,,1,0.7
Derrick White,,1,0.7
P. Pritchard,,1,0.7
Jaylen Brown,,1,0.7
Jordan Walsh,,1,0.7
Neemias Queta,,1,0.7
Cam Spencer,,1,0.7
Jaylen Wells,,1,0.7
Cedric Coward,,1,0.7
Jaren Jackson,,1,0.7
Zach Edey,,1,0.7
K. George,,1,0.7
S. Mykhailiuk,,1,0.7
Ace Bailey,,1,0.7
L. Markkanen,,1,0.7
Jusuf Nurkic,,1,0.7
Devin Booker,,1,0.7
Ryan Dunn,,1,0.7
Dillon Brooks,,1,0.7
Royce O'Neale,,1,0.7
Mark Williams,,1,0.7
J. Suggs,,1,0.42
Desmond Bane,,1,0.7
Franz Wagner,,1,0.7
T. da Silva,,1,0.7
W. Carter,,1,0.7
Dyson Daniels,,1,0.7
N. Alexander-Walker,,1,0.7
Z. Risacher,,1,0.42
Jalen Johnson,,1,0.7
K. Porzingis,,1,0.42
Egor Demin,,1,0.7
Terance Mann,,1,0.7
M. Porter,,1,0.7
Noah Clowney,,1,0.7
Nic Claxton,,1,0.7
De'Aaron Fox,,1,0.7
J. Champagnie,,1,0.7
Devin Vassell,,1,0.7
H. Barnes,,1,0.7
Luke Kornet,,1,0.7
Luka Doncic,,1,0.7
Austin Reaves,,1,0.7
Marcus Smart,,1,0.7
Rui Hachimura,,1,0.7
Deandre Ayton,,1,0.7
S. Sharpe,,1,0.7
T. Camara,,1,0.7
Jerami Grant,,1,0.7
Deni Avdija,,1,0.7
D. Clingan,,1,0.7
