game_time,team,side,lineup_status,starters,may_not_play,may_not_play_count,lineup_confirmed,starter_1,starter_2,starter_3,starter_4,starter_5
,ATL,AWAY,EXPECTED,"['Dyson Daniels', 'N. Alexander-Walker', 'Z. Risacher', 'Jalen Johnson', 'N. Dante']","['N. Dante', 'N. Durisic', 'K. Porzingis', 'J. Toppin', 'Trae Young', 'C. Cunningham', 'D. Robinson', 'A. Thompson', 'Tobias Harris', 'J. Duren']",10,0,Dyson Daniels,N. Alexander-Walker,Z. Risacher,Jalen Johnson,N. Dante
,DET,HOME,EXPECTED,"['C. Cunningham', 'A. Thompson', 'Tobias Harris', 'C. Cunningham', 'D. Robinson']","['J. Duren', 'C. LeVert', 'D. Robinson', 'B. Klintman', 'M. Sasser', 'D. Garland', 'D. Mitchell', 'Jaylon Tyson', 'D. Hunter', 'Evan Mobley']",10,0,C. Cunningham,A. Thompson,Tobias Harris,C. Cunningham,D. Robinson
,CLE,AWAY,EXPECTED,"['D. Garland', 'D. Mitchell', 'Jaylon Tyson', 'D. Hunter', 'Evan Mobley']","['L. Ball', 'S. Merrill', 'M. Strus', 'J. Allen', 'L. Nance', 'A. Nembhard', 'Ben Sheppard', 'B. Mathurin', 'Pascal Siakam', 'Jay Huff']",10,0,D. Garland,D. Mitchell,Jaylon Tyson,D. Hunter,Evan Mobley
,IND,HOME,EXPECTED,"['A. Nembhard', 'Ben Sheppard', 'B. Mathurin', 'Pascal Siakam', 'Jay Huff']","['T. Haliburton', 'J. Furphy', 'Q. Jackson', 'Kam Jones', 'A. Nesmith', 'Obi Toppin', 'Kevin Porter', 'Ryan Rollins', 'AJ Green', 'G. Antetokounmpo', 'Myles Turner']",11,0,A. Nembhard,Ben Sheppard,B. Mathurin,Pascal Siakam,Jay Huff
,MIL,AWAY,EXPECTED,"['Kevin Porter', 'Ryan Rollins', 'AJ Green', 'Myles Turner', 'Kevin Porter']","['G. Antetokounmpo', 'T. Prince', 'CJ McCollum', 'K. George', 'B. Coulibaly', 'K. Middleton', 'A. Sarr']",7,0,Kevin Porter,Ryan Rollins,AJ Green,Myles Turner,Kevin Porter
,WAS,HOME,EXPECTED,"['CJ McCollum', 'K. George', 'B. Coulibaly', 'K. Middleton', 'CJ McCollum']","['W. Riley', 'A. Sarr', 'S. Cooper', 'T. Johnson', 'C. Kispert', 'James Harden', 'Kris Dunn', 'Kawhi Leonard', 'John Collins', 'Ivica Zubac']",10,0,CJ McCollum,K. George,B. Coulibaly,K. Middleton,CJ McCollum
,LAC,AWAY,EXPECTED,"['James Harden', 'Kris Dunn', 'Kawhi Leonard', 'John Collins', 'Ivica Zubac']","['B. Beal', 'B. Bogdanovic', 'D. Jones', 'D. Mitchell', 'Tyler Herro', 'Norman Powell', 'A. Wiggins', 'Bam Adebayo']",8,0,James Harden,Kris Dunn,Kawhi Leonard,John Collins,Ivica Zubac
,MIA,HOME,EXPECTED,"['D. Mitchell', 'Tyler Herro', 'Norman Powell', 'A. Wiggins', 'Bam Adebayo']","['J. Jaquez', 'K. Johnson', 'T. Rozier', 'LaMelo Ball', 'Kon Knueppel', 'B. Miller', 'Miles Bridges', 'R. Kalkbrenner']",8,0,D. Mitchell,Tyler Herro,Norman Powell,A. Wiggins,Bam Adebayo
,CHA,AWAY,EXPECTED,"['LaMelo Ball', 'Kon Knueppel', 'B. Miller', 'Miles Bridges', 'R. Kalkbrenner']","['T. Mann', 'P. Connaughton', 'Josh Green', 'G. Williams', 'Egor Demin', 'Tyrese Martin', 'M. Porter', 'Noah Clowney', 'Nic Claxton']",9,0,LaMelo Ball,Kon Knueppel,B. Miller,Miles Bridges,R. Kalkbrenner
,BKN,HOME,EXPECTED,"['Egor Demin', 'Tyrese Martin', 'M. Porter', 'Noah Clowney', 'Nic Claxton']","['H. Highsmith', 'T. Mann', 'Cam Thomas', 'Josh Giddey', 'C. White', 'Kevin Huerter', 'Matas Buzelis', 'N. Vucevic']",8,0,Egor Demin,Tyrese Martin,M. Porter,Noah Clowney,Nic Claxton
,CHI,AWAY,EXPECTED,"['Josh Giddey', 'Kevin Huerter', 'Matas Buzelis', 'N. Vucevic', 'Josh Giddey']","['L. Olbrich', 'C. White', 'J. Phillips', 'Z. Collins', 'D. Terry', 'N. Essengue', 'I. Okoro', 'J. Smith', 'Jalen Suggs', 'Desmond Bane', 'Franz Wagner', 'T. da Silva', 'W. Carter']",13,0,Josh Giddey,Kevin Huerter,Matas Buzelis,N. Vucevic,Josh Giddey
,ORL,HOME,EXPECTED,"['Jalen Suggs', 'Desmond Bane', 'Franz Wagner', 'T. da Silva', 'W. Carter']","['P. Banchero', 'C. Castleton', 'M. Wagner', 'Ryan Nembhard', 'Max Christie', 'Cooper Flagg', 'P. Washington', 'A. Davis']",8,0,Jalen Suggs,Desmond Bane,Franz Wagner,T. da Silva,W. Carter
,DAL,AWAY,EXPECTED,"['Ryan Nembhard', 'Max Christie', 'Cooper Flagg', 'Ryan Nembhard', 'Max Christie']","['Dante Exum', 'A. Davis', 'P. Washington', 'B. Williams', 'D. Gafford', 'K. Irving', 'D. Lively', 'Jamal Murray', 'C. Johnson', 'Spencer Jones', 'Peyton Watson', 'N. Jokic']",12,0,Ryan Nembhard,Max Christie,Cooper Flagg,Ryan Nembhard,Max Christie
,DEN,HOME,EXPECTED,"['Jamal Murray', 'C. Johnson', 'Spencer Jones', 'Peyton Watson', 'Jamal Murray']","['N. Jokic', 'C. Braun', 'A. Gordon', 'J. Strawther', 'Amen Thompson', 'Reed Sheppard', 'Kevin Durant', 'Jabari Smith', 'A. Sengun']",9,0,Jamal Murray,C. Johnson,Spencer Jones,Peyton Watson,Jamal Murray
,HOU,AWAY,EXPECTED,"['Amen Thompson', 'Reed Sheppard', 'Kevin Durant', 'Jabari Smith', 'A. Sengun']","['D. Finney-Smith', 'Tari Eason', 'F. VanVleet', 'K. George', 'S. Mykhailiuk', 'Ace Bailey', 'L. Markkanen', 'Jusuf Nurkic']",8,0,Amen Thompson,Reed Sheppard,Kevin Durant,Jabari Smith,A. Sengun
,UTA,HOME,EXPECTED,"['K. George', 'S. Mykhailiuk', 'Ace Bailey', 'L. Markkanen', 'Jusuf Nurkic']","['W. Kessler', 'K. Love', 'G. Niang', 'Devin Booker', 'Grayson Allen', 'Dillon Brooks', ""Royce O'Neale"", 'Mark Williams']",8,0,K. George,S. Mykhailiuk,Ace Bailey,L. Markkanen,Jusuf Nurkic
,PHX,AWAY,EXPECTED,"['Devin Booker', 'Grayson Allen', 'Dillon Brooks', ""Royce O'Neale"", 'Mark Williams']","['R. Dunn', 'J. Green', 'I. Livers', 'Luka Doncic', 'Austin Reaves', 'Rui Hachimura', 'L. James', 'D. Ayton']",8,0,Devin Booker,Grayson Allen,Dillon Brooks,Royce O'Neale,Mark Williams
,LAL,HOME,EXPECTED,"['Luka Doncic', 'Austin Reaves', 'Rui Hachimura', 'Luka Doncic', 'Austin Reaves']","['D. Ayton', 'L. James', 'M. Smart']",3,0,Luka Doncic,Austin Reaves,Rui Hachimura,Luka Doncic,Austin Reaves
