Player,Pos,Team,CR,Base_Projection,Enhanced_Projection,Value_Ratio,Is_Starter,Is_Injured,Usage_Boost,DvP_Boost,Injury_Penalty,FPT_roll_mean,MIN_roll_mean,Usage_Raw,Allow_FPT
T. Maledon,G,,13.2,74.77,79.99,6.06,0,0,4.54,0.69,0.0,74.5,95.0,1.48,13.8245
M. Costello,F,,9.5,77.43,79.63,8.382,0,0,3.61,-1.41,0.0,77.5,161.0,1.4,11.445
A. Tubelis,F,,9.5,76.91,78.95,8.311,1,0,3.45,-1.4,0.0,76.6,147.0,1.39,11.445
D. Willis,F,,8.6,77.0,78.64,9.144,0,0,3.04,-1.4,0.0,76.9,144.0,1.36,11.445
C. Jones,G,,10.3,70.08,78.56,7.627,0,0,7.83,0.64,0.0,69.8,156.0,1.77,13.8245
J. Dowtin Jr,G,,10.2,70.38,78.15,7.662,0,0,7.12,0.65,0.0,70.4,142.0,1.71,13.8245
O. Da Silva,F,,7.6,82.12,77.8,10.237,1,0,-2.83,-1.5,0.0,83.3,100.0,0.94,11.445
D. Washington,G,,8.9,64.71,77.1,8.663,1,0,11.79,0.59,0.0,64.9,152.0,2.17,13.8245
S. Herrera,G,,5.7,69.27,77.03,13.515,0,0,7.13,0.64,0.0,69.1,151.0,1.72,13.8245
D. Motiejunas,C,,7.6,74.32,76.74,10.098,1,0,1.24,1.19,0.0,73.7,103.0,1.23,14.412
A. Butkevicius,F,,7.2,80.04,76.67,10.648,0,0,-1.91,-1.46,0.0,80.2,166.0,1.0,11.445
Z. Seljaas,F,,9.7,71.55,76.1,7.846,0,0,5.85,-1.3,0.0,71.9,183.0,1.6,11.445
M. Morgan,G,,8.3,65.51,76.09,9.168,0,0,9.97,0.6,0.0,65.8,145.0,2.0,13.8245
M. Strazel,G,,7.1,69.89,75.51,10.635,1,0,4.98,0.64,0.0,69.5,168.0,1.54,13.8245
D. Bertans,F,,8.2,67.48,75.34,9.188,0,0,9.09,-1.23,0.0,67.5,177.0,1.9,11.445
T. Forrest,G,,10.1,71.3,73.39,7.267,0,0,1.44,0.66,0.0,71.0,98.0,1.25,13.8245
T. Sedekerskis,F,,10.1,70.29,72.9,7.218,1,0,3.89,-1.28,0.0,70.2,206.0,1.45,11.445
V. Lucic,F,,9.3,71.34,72.73,7.821,1,0,2.69,-1.3,0.0,71.3,198.0,1.35,11.445
C. Jones,G,,13.8,67.22,72.63,5.263,0,0,4.79,0.62,0.0,67.1,150.0,1.54,13.8245
J. Motley,C,,11.8,68.07,71.97,6.099,0,0,2.81,1.09,0.0,68.3,129.0,1.37,14.412
K. Jallow,F,,9.0,71.28,71.17,7.907,0,0,1.19,-1.3,0.0,71.1,209.0,1.23,11.445
D. Osetkowski,F,,8.9,70.24,70.26,7.894,1,0,1.29,-1.28,0.0,70.0,138.0,1.24,11.445
G. Deck,F,,9.2,71.53,69.53,7.558,0,0,-0.7,-1.3,0.0,71.6,158.0,1.08,11.445
J. Pradilla,C,,8.9,67.22,69.53,7.812,1,0,1.24,1.07,0.0,66.8,173.0,1.24,14.412
E. Izundu,C,,8.6,67.09,69.04,8.028,0,0,0.88,1.07,0.0,66.9,120.0,1.21,14.412
L. Birutis,C,,6.3,67.43,67.85,10.769,1,0,-0.66,1.08,0.0,67.6,118.0,1.08,14.412
J. Parker,F,,10.1,60.45,65.9,6.524,0,0,6.54,-1.1,0.0,60.5,160.0,1.75,11.445
M. Nowell,G,,7.8,60.79,65.89,8.447,0,0,4.54,0.56,0.0,60.9,142.0,1.56,13.8245
W. Hernangomez,C,,10.2,63.09,65.82,6.453,0,0,1.72,1.01,0.0,63.0,110.0,1.29,14.412
M. Spagnolo,G,,8.8,62.91,65.42,7.434,0,0,1.93,0.58,0.0,62.9,123.0,1.31,13.8245
Q. Ellis,G,,8.3,60.74,63.91,7.7,0,0,2.62,0.56,0.0,61.3,169.0,1.38,13.8245
J. Blossomgame,F,,8.3,62.97,62.53,7.534,1,0,0.71,-1.15,0.0,62.9,160.0,1.2,11.445
B. Badio,G,,7.6,55.68,61.04,8.031,0,0,4.85,0.51,0.0,55.6,105.0,1.63,13.8245
O. Yurtseven,C,,9.5,104.14,60.05,6.321,0,1,6.32,1.66,52.07,104.2,136.0,1.48,14.412
S. De Larrea,G,,6.3,57.85,59.04,9.372,0,0,0.66,0.53,0.0,58.0,91.0,1.2,13.8245
T. Shorts,G,,12.1,55.95,58.68,4.849,0,0,2.21,0.51,0.0,56.1,115.0,1.36,13.8245
K. Baldwin,G,,6.3,55.53,58.53,9.291,0,0,2.49,0.51,0.0,55.0,132.0,1.39,13.8245
K. Mitoglou,F,,8.6,60.32,58.31,6.78,0,0,-0.91,-1.1,0.0,60.1,117.0,1.05,11.445
N. Melli,C,,8.9,58.3,57.94,6.51,0,0,-1.29,0.93,0.0,58.6,158.0,1.01,14.412
R. Smits,F,,7.4,57.57,57.58,7.782,0,0,1.06,-1.05,0.0,57.6,148.0,1.24,11.445
A. Smailagic,F,,9.5,95.63,56.26,5.922,0,1,10.18,-1.74,47.82,95.5,169.0,1.74,11.445
J. Grant,G,,7.9,53.69,55.93,7.08,0,0,1.74,0.49,0.0,53.1,179.0,1.32,13.8245
M. Santos,C,,6.0,54.29,55.87,9.311,0,0,0.71,0.87,0.0,54.1,111.0,1.21,14.412
X. Rathan-mayes,G,,8.4,49.9,55.05,6.554,0,0,4.7,0.46,0.0,49.4,128.0,1.67,13.8245
D. Lighty,F,,5.3,55.98,54.31,10.247,0,0,-0.65,-1.02,0.0,56.2,155.0,1.07,11.445
S. Ojeleye,F,,9.6,55.89,54.03,5.628,0,0,-0.84,-1.02,0.0,55.7,143.0,1.05,11.445
G. Ricci,F,,5.3,55.59,53.45,10.085,0,0,-1.13,-1.01,0.0,55.1,135.0,1.02,11.445
A. Dokossi,F,,6.9,57.26,52.03,7.54,0,0,-4.19,-1.04,0.0,57.3,117.0,0.72,11.445
E. Ulanovas,F,,7.6,53.35,51.38,6.761,1,0,-0.99,-0.97,0.0,52.4,189.0,1.03,11.445
Y. Ouattara,G,,5.4,45.68,50.48,9.348,0,0,4.38,0.42,0.0,45.7,157.0,1.68,13.8245
J. Montero,G,,11.6,48.07,48.63,4.192,0,0,0.12,0.44,0.0,48.3,69.0,1.15,13.8245
J. Parra,F,,6.5,50.15,47.68,7.336,0,0,-1.55,-0.91,0.0,50.2,117.0,0.96,11.445
J. Morgan,F,,7.1,50.45,47.44,6.681,0,0,-2.09,-0.92,0.0,50.7,122.0,0.9,11.445
D. Sleva,F,,7.8,47.95,46.86,6.008,0,0,-0.22,-0.87,0.0,47.8,133.0,1.11,11.445
S. Jovic,G,,7.3,47.88,46.5,6.37,0,0,-1.82,0.44,0.0,47.8,114.0,0.92,13.8245
B. Massa,C,,6.4,47.93,46.29,7.232,0,0,-2.41,0.76,0.0,48.0,124.0,0.85,14.412
K. Diop,C,,5.6,47.89,45.49,8.122,0,0,-3.17,0.76,0.0,47.8,125.0,0.76,14.412
J. Jessup,F,,6.1,47.82,45.39,7.441,0,0,-1.56,-0.87,0.0,47.6,111.0,0.95,11.445
M. Faye,C,,7.1,45.81,44.97,6.333,0,0,-1.58,0.73,0.0,46.0,130.0,0.94,14.412
I. Wainright,F,,7.1,46.3,43.78,6.166,0,0,-1.68,-0.84,0.0,46.6,195.0,0.93,11.445
L. Vildoza,G,,8.5,41.96,42.97,5.055,0,0,0.62,0.39,0.0,41.4,129.0,1.22,13.8245
Z. Leday,F,,14.8,45.65,42.2,2.852,0,0,-2.62,-0.83,0.0,45.5,72.0,0.81,11.445
N. Sako,C,,8.3,42.42,42.08,5.07,0,0,-1.01,0.68,0.0,42.3,116.0,1.0,14.412
T. Walkup,G,,8.9,43.37,41.58,4.672,0,0,-2.18,0.4,0.0,43.5,126.0,0.85,13.8245
M. Jantunen,F,,7.3,43.3,41.56,5.693,0,0,-0.96,-0.79,0.0,43.4,151.0,1.01,11.445
J. Puerto,G,,5.9,43.26,41.48,7.031,0,0,-2.18,0.4,0.0,43.2,112.0,0.85,13.8245
A. Traore,F,,8.8,44.05,41.11,4.672,0,0,-2.14,-0.8,0.0,44.4,115.0,0.86,11.445
B. Fernando,C,,7.2,43.38,41.05,5.702,0,0,-3.02,0.69,0.0,43.7,85.0,0.74,14.412
A. M'baye,F,,7.0,38.39,39.07,5.581,0,0,1.38,-0.7,0.0,38.2,147.0,1.34,11.445
K. Jones,C,,8.5,43.95,38.96,4.583,0,0,-5.69,0.7,0.0,44.2,73.0,0.4,14.412
D. Sirvydis,G,,7.0,38.85,38.69,5.528,1,0,-0.52,0.36,0.0,39.4,111.0,1.06,13.8245
D. Hommes,F,,6.4,42.61,38.64,6.038,1,0,-3.19,-0.78,0.0,42.7,96.0,0.71,11.445
M. Diouf,C,,7.4,38.35,37.84,5.114,1,0,-1.12,0.61,0.0,38.3,111.0,0.97,14.412
N. Williams-goss,G,,9.4,64.58,37.03,3.939,0,1,4.15,0.59,32.29,64.3,112.0,1.5,13.8245
J. Clark Iii,G,,7.4,34.48,35.79,4.837,0,0,1.0,0.32,0.0,34.3,129.0,1.3,13.8245
B. Vautier,C,,5.7,35.12,35.4,6.21,0,0,-0.28,0.56,0.0,35.7,106.0,1.09,14.412
D. Davidovac,F,,4.6,38.77,34.55,7.51,0,0,-3.52,-0.71,0.0,39.2,130.0,0.62,11.445
K. Prepelic,G,,6.9,35.06,33.8,4.899,0,0,-1.58,0.32,0.0,35.2,129.0,0.88,13.8245
R. Holmes,C,,11.5,66.63,33.14,2.882,0,1,-1.24,1.06,33.32,66.4,103.0,1.03,14.412
E. Jackson,F,,4.1,34.25,32.44,7.913,0,0,-1.18,-0.62,0.0,34.4,84.0,0.94,11.445
N. Giffey,F,,5.1,33.68,31.43,6.163,0,0,-1.63,-0.61,0.0,33.2,100.0,0.86,11.445
M. Diakite,F,,8.3,34.43,31.22,3.762,0,0,-2.58,-0.63,0.0,34.5,103.0,0.71,11.445
D. Musa,F,,12.5,34.12,31.0,2.48,0,0,-2.5,-0.62,0.0,34.2,59.0,0.72,11.445
J. Nebo,C,,11.1,33.68,30.15,2.716,0,0,-4.07,0.54,0.0,33.7,51.0,0.45,14.412
K. Hayes,C,,6.3,31.64,29.94,4.753,0,0,-2.2,0.5,0.0,31.7,131.0,0.74,14.412
D. Alston Jr.,F,,7.3,31.73,29.72,4.072,1,0,-1.43,-0.58,0.0,31.6,125.0,0.88,11.445
K. Simmons,G,,9.3,31.32,29.15,3.134,0,0,-2.46,0.29,0.0,31.3,59.0,0.69,13.8245
T. Carter,G,,8.4,29.17,28.79,3.428,0,0,-0.64,0.27,0.0,29.2,80.0,1.01,13.8245
U. Garuba,F,,6.6,31.3,28.06,4.251,0,0,-2.68,-0.57,0.0,31.0,71.0,0.65,11.445
C. Frisch,F,,6.3,31.42,27.83,4.418,0,0,-3.02,-0.57,0.0,31.6,85.0,0.59,11.445
S. Milton,G,,10.5,29.1,26.73,2.546,0,0,-2.64,0.27,0.0,29.4,62.0,0.62,13.8245
P. Dozier,G,,8.4,26.21,26.25,3.124,0,0,-0.21,0.24,0.0,26.2,106.0,1.09,13.8245
N. Laprovittola,G,,10.2,28.12,25.33,2.484,0,0,-3.05,0.26,0.0,28.1,35.0,0.52,13.8245
K. Kondic,G,,5.8,27.18,25.25,4.353,0,0,-2.18,0.25,0.0,27.1,63.0,0.68,13.8245
B. Dunston,C,,5.7,28.08,24.29,4.262,1,0,-4.23,0.45,0.0,28.1,75.0,0.28,14.412
A. Peters,F,,8.5,25.57,23.99,2.823,0,0,-1.11,-0.47,0.0,25.5,100.0,0.89,11.445
N. Nedovic,G,,6.5,25.06,23.85,3.67,0,0,-1.44,0.23,0.0,25.1,89.0,0.81,13.8245
A. Abalde,F,,5.2,25.59,23.12,4.445,1,0,-2.01,-0.47,0.0,25.7,105.0,0.69,11.445
A. Bacot Jr.,C,,9.1,24.72,23.09,2.537,0,0,-2.03,0.39,0.0,24.4,66.0,0.67,14.412
D. Hackett,G,,5.1,25.52,23.03,4.517,0,0,-2.72,0.23,0.0,25.5,112.0,0.53,13.8245
M. Cale,F,,5.7,25.53,23.02,4.038,0,0,-2.05,-0.46,0.0,25.6,142.0,0.68,11.445
J. Voigtmann,C,,8.6,26.27,22.68,2.637,0,0,-4.0,0.42,0.0,26.4,28.0,0.27,14.412
T. Ginat,F,,7.0,24.75,22.32,3.188,0,0,-1.99,-0.45,0.0,24.5,92.0,0.68,11.445
N. Mannion,G,,6.0,23.34,22.25,3.709,0,0,-1.3,0.21,0.0,23.7,95.0,0.82,13.8245
L. Cavaliere,F,,4.5,24.94,21.43,4.763,0,0,-3.06,-0.45,0.0,24.9,93.0,0.44,11.445
E. Fournier,G,,9.5,20.62,21.16,2.227,0,0,0.34,0.19,0.0,20.7,125.0,1.23,13.8245
L. Brown,G,,9.7,22.99,20.99,2.164,0,0,-2.21,0.21,0.0,23.0,48.0,0.59,13.8245
N. Rogkavopoulos,F,,6.5,23.04,20.16,3.102,0,0,-2.46,-0.42,0.0,23.2,60.0,0.53,11.445
V. Marinkovic,F,,6.2,42.24,20.16,3.252,0,1,-0.19,-0.77,21.12,42.0,153.0,1.11,11.445
A. Diarra,C,,8.2,22.85,19.97,2.435,0,0,-3.24,0.36,0.0,22.5,35.0,0.33,14.412
A. Feliz,G,,6.3,20.65,19.44,3.086,0,0,-1.4,0.19,0.0,20.9,92.0,0.75,13.8245
D. Brizuela,G,,5.9,19.35,19.07,3.232,0,0,-0.46,0.18,0.0,19.4,89.0,1.0,13.8245
S. Wilbekin,G,,8.5,38.02,18.12,2.132,0,1,-1.24,0.35,19.01,37.4,85.0,0.95,13.8245
M. Norris,F,,8.3,20.55,17.59,2.119,0,0,-2.59,-0.37,0.0,20.9,56.0,0.42,11.445
S. Llull,G,,4.0,18.18,17.21,4.303,0,0,-1.14,0.17,0.0,18.2,94.0,0.78,13.8245
R. Kurucs,F,,5.8,19.6,17.15,2.958,0,0,-2.09,-0.36,0.0,19.8,57.0,0.53,11.445
W. Gabriel,C,,9.4,34.1,17.08,1.817,0,1,-0.51,0.54,17.05,33.6,123.0,1.05,14.412
J. Anderson,F,,6.1,19.61,17.06,2.796,0,0,-2.2,-0.36,0.0,19.7,96.0,0.5,11.445
C. Swider,F,,7.9,19.51,16.94,2.144,0,0,-2.22,-0.36,0.0,19.1,42.0,0.49,11.445
K. Papanikolaou,F,,5.9,19.25,16.78,2.844,0,0,-2.12,-0.35,0.0,18.8,78.0,0.51,11.445
Y. Dos Santos,G,,5.3,17.05,16.62,3.136,0,0,-0.59,0.16,0.0,16.9,85.0,0.94,13.8245
M. Birsen,F,,4.0,19.46,16.48,4.121,0,0,-2.62,-0.35,0.0,19.4,42.0,0.37,11.445
A. Zagars,G,,6.4,17.28,15.2,2.375,0,0,-2.24,0.16,0.0,17.3,36.0,0.4,13.8245
T. Biberovic,F,,5.8,14.99,15.12,2.607,1,0,0.41,-0.27,0.0,15.1,169.0,1.29,11.445
J. Marcos,G,,4.4,16.3,14.8,3.364,0,0,-1.65,0.15,0.0,16.3,80.0,0.56,13.8245
M. Ajinca,F,,4.0,14.5,14.66,3.665,0,0,0.42,-0.26,0.0,14.5,140.0,1.3,11.445
J. Dibartolomeo,G,,5.1,17.12,14.6,2.863,0,0,-2.67,0.16,0.0,17.0,55.0,0.25,13.8245
S. Lee,G,,6.8,14.81,13.84,2.035,0,0,-1.11,0.14,0.0,14.8,86.0,0.71,13.8245
K. Birch,C,,5.5,15.0,13.4,2.437,0,0,-1.84,0.24,0.0,15.2,119.0,0.44,14.412
S. Miljenovic,G,,4.0,15.39,13.16,3.29,0,0,-2.37,0.14,0.0,15.7,42.0,0.26,13.8245
B. Ellis,G,,9.3,14.88,12.98,1.396,0,0,-2.03,0.14,0.0,15.0,27.0,0.36,13.8245
I. Brazdeikis,F,,5.8,14.88,12.9,2.223,0,0,-1.72,-0.27,0.0,15.0,64.0,0.48,11.445
I. Bako,C,,6.4,13.64,12.02,1.877,0,0,-1.84,0.22,0.0,13.3,50.0,0.37,14.412
N. Sestina,F,,4.4,13.6,11.99,2.726,0,0,-1.35,-0.25,0.0,13.4,71.0,0.57,11.445
K. Mikalauskas,G,,4.0,14.34,11.96,2.99,0,0,-2.51,0.13,0.0,14.3,10.0,0.14,13.8245
S. Harrison,F,,6.4,14.08,11.87,1.855,1,0,-1.95,-0.26,0.0,14.0,38.0,0.35,11.445
A. Samodurov,F,,4.0,14.36,11.55,2.888,0,0,-2.54,-0.26,0.0,14.3,18.0,0.13,11.445
G. Papagiannis,C,,7.1,28.05,10.49,1.478,0,1,-3.98,0.45,14.02,27.9,74.0,0.33,14.412
J. Ayayi,G,,6.8,11.0,9.54,1.402,0,0,-1.56,0.1,0.0,11.2,70.0,0.33,13.8245
M. Rubstavicius,G,,5.6,10.98,9.35,1.67,0,0,-1.73,0.1,0.0,11.4,30.0,0.24,13.8245
D. Mccormack,C,,6.9,10.3,9.22,1.337,0,0,-1.24,0.16,0.0,10.4,62.0,0.45,14.412
M. Howard,G,,7.3,9.56,8.98,1.23,0,0,-0.67,0.09,0.0,9.0,77.0,0.74,13.8245
O. Dobric,F,,6.0,10.1,8.64,1.44,0,0,-1.27,-0.18,0.0,10.1,44.0,0.42,11.445
D. Kramer,G,,5.7,9.6,8.59,1.508,0,0,-1.09,0.09,0.0,9.4,98.0,0.49,13.8245
O. Bitim,F,,5.1,9.73,8.31,1.629,0,0,-1.24,-0.18,0.0,9.6,75.0,0.41,11.445
P. Kalaitzakis,F,,4.0,10.1,8.19,2.049,0,0,-1.72,-0.18,0.0,10.1,25.0,0.17,11.445
M. Ngouama,G,,4.2,6.67,6.37,1.518,0,0,-0.36,0.06,0.0,6.5,75.0,0.83,13.8245
A. Atamna,G,,4.0,7.14,6.34,1.585,0,0,-0.86,0.07,0.0,7.3,72.0,0.45,13.8245
S. Mckissic,G,,6.1,17.22,6.08,0.997,0,1,-2.69,0.16,8.61,17.2,31.0,0.25,13.8245
Y. Fall,C,,6.2,6.95,5.81,0.937,0,0,-1.26,0.11,0.0,7.0,9.0,0.11,14.412
T. Odiase,C,,6.6,6.65,5.59,0.847,0,0,-1.17,0.11,0.0,6.7,25.0,0.14,14.412
