Player,Pos,Team,CR,Enhanced_Projection,Role
S. Herrera,G,,5.4,76.5937124725195,Active
N. Hifi,G,,13.9,268.1808708252404,CAPTAIN
T. Luwawu-cabarrot,F,,11.6,209.00958121370553,Active
G. Ricci,F,,5.3,62.026229431143705,Active
N. Milutinov,C,,15.8,233.41831863316852,Active
L. Birutis,C,,6.4,67.9861955176068,Active
A. Obst,G,,8.3,147.20608026229652,Substitute
E. Osmani,F,,8.9,131.1707598104153,Substitute
I. Mike,F,,9.2,146.11956803387886,Substitute
F. Petrusev,F,,15.2,255.53727277749687,Substitute
