Player,Pos,Team,CR,Base_Projection,Enhanced_Projection,Value_Ratio,Is_Starter,Is_Injured,Usage_Boost,DvP_Boost,Injury_Penalty,FPT_roll_mean,MIN_roll_mean,Usage_Raw,Allow_FPT
M. Hezonja,F,,11.6,79.52,98.11,8.458,0,0,19.53,-0.94,0.0,79.2,168.0,2.53,11.821000000000002
K. Sloukas,G,,12.3,87.41,98.05,7.971,0,0,10.38,0.25,0.0,87.0,153.0,1.81,13.086000000000002
C. Malcolm,F,,8.7,96.63,97.94,11.258,1,0,2.46,-1.15,0.0,97.3,198.0,1.28,11.821000000000002
K. Taylor,F,,10.1,90.93,97.61,9.664,1,0,7.76,-1.08,0.0,90.9,166.0,1.62,11.821000000000002
M. Wright Iv,G,,10.6,82.4,95.77,9.035,1,0,13.13,0.24,0.0,83.6,248.0,2.04,13.086000000000002
T. Blatt,G,,7.7,81.14,94.15,12.228,0,0,12.78,0.24,0.0,81.8,172.0,2.03,13.086000000000002
T. Ward,F,,9.2,86.65,93.78,10.194,0,0,8.16,-1.03,0.0,85.7,168.0,1.67,11.821000000000002
E. Okobo,G,,11.3,77.65,93.66,8.289,0,0,15.79,0.23,0.0,78.0,198.0,2.29,13.086000000000002
M. Ndiaye,C,,7.7,87.05,91.24,11.849,0,0,2.67,1.52,0.0,87.0,183.0,1.31,14.3275
J. Loyd,G,,8.5,79.43,90.63,10.662,0,0,10.97,0.23,0.0,79.2,176.0,1.92,13.086000000000002
N. Reuvers,F,,8.0,87.23,90.11,11.263,0,0,3.91,-1.04,0.0,87.1,159.0,1.39,11.821000000000002
M. Guduric,G,,10.4,80.99,89.14,8.571,0,0,7.91,0.24,0.0,81.1,159.0,1.69,13.086000000000002
S. Niang,F,,8.9,87.39,88.89,9.987,0,0,2.53,-1.04,0.0,87.4,157.0,1.3,11.821000000000002
C. Okeke,F,,11.6,87.41,86.9,7.492,0,0,0.53,-1.04,0.0,87.1,127.0,1.17,11.821000000000002
J. Vesely,C,,10.7,77.06,85.92,8.03,0,0,7.53,1.34,0.0,76.9,143.0,1.69,14.3275
A. Brooks,G,,8.3,77.31,84.53,10.185,0,0,7.0,0.22,0.0,77.3,136.0,1.65,13.086000000000002
M. Lo,G,,8.2,74.9,82.95,10.116,0,0,7.84,0.22,0.0,74.7,149.0,1.73,13.086000000000002
B. Colson,F,,9.6,79.42,82.6,8.604,0,0,4.12,-0.94,0.0,79.5,134.0,1.43,11.821000000000002
S. Shields,F,,14.1,114.29,81.44,5.776,1,1,25.65,-1.36,57.14,114.6,214.0,2.41,11.821000000000002
N. Kalinic,F,,9.9,78.18,80.89,8.171,1,0,3.64,-0.93,0.0,78.5,205.0,1.4,11.821000000000002
A. Pajola,G,,7.3,77.39,80.4,11.014,0,0,2.79,0.22,0.0,77.8,154.0,1.34,13.086000000000002
M. Costello,F,,9.5,77.45,80.14,8.436,0,0,3.61,-0.92,0.0,77.5,161.0,1.4,11.821000000000002
F. Campazzo,G,,12.9,71.74,79.96,6.198,1,0,8.02,0.21,0.0,72.4,183.0,1.77,13.086000000000002
T. Horton Tucker,G,,10.3,70.16,79.69,7.736,0,0,9.32,0.2,0.0,70.1,136.0,1.89,13.086000000000002
T. Maledon,G,,13.2,74.73,79.48,6.021,0,0,4.53,0.22,0.0,74.5,95.0,1.48,13.086000000000002
A. Tubelis,F,,9.5,76.89,79.42,8.36,1,0,3.45,-0.91,0.0,76.6,147.0,1.39,11.821000000000002
D. Willis,F,,8.6,77.02,79.15,9.203,0,0,3.04,-0.91,0.0,76.9,144.0,1.36,11.821000000000002
O. Da Silva,F,,7.6,82.13,78.32,10.306,1,0,-2.83,-0.98,0.0,83.3,100.0,0.94,11.821000000000002
C. Jones,G,,10.3,70.07,78.1,7.583,0,0,7.83,0.2,0.0,69.8,156.0,1.77,13.086000000000002
J. Dowtin Jr,G,,10.2,70.4,77.72,7.62,0,0,7.12,0.2,0.0,70.4,142.0,1.71,13.086000000000002
A. Butkevicius,F,,7.2,79.97,77.11,10.709,1,0,-1.91,-0.95,0.0,80.2,166.0,1.0,11.821000000000002
D. Motiejunas,C,,7.6,74.32,76.85,10.112,1,0,1.24,1.29,0.0,73.7,103.0,1.23,14.3275
D. Washington,G,,8.9,64.7,76.67,8.615,1,0,11.79,0.19,0.0,64.9,152.0,2.17,13.086000000000002
S. Herrera,G,,5.7,69.3,76.63,13.445,0,0,7.13,0.2,0.0,69.1,151.0,1.72,13.086000000000002
Z. Seljaas,F,,9.7,71.61,76.62,7.899,0,0,5.86,-0.85,0.0,71.9,183.0,1.6,11.821000000000002
D. Bertans,F,,8.2,67.48,75.77,9.24,0,0,9.09,-0.8,0.0,67.5,177.0,1.9,11.821000000000002
M. Morgan,G,,8.3,65.51,75.68,9.118,0,0,9.97,0.19,0.0,65.8,145.0,2.0,13.086000000000002
M. Strazel,G,,7.1,69.94,75.12,10.581,1,0,4.98,0.2,0.0,69.5,168.0,1.54,13.086000000000002
T. Sedekerskis,F,,10.1,70.33,73.39,7.266,1,0,3.9,-0.84,0.0,70.2,206.0,1.45,11.821000000000002
V. Lucic,F,,9.3,71.34,73.19,7.87,1,0,2.69,-0.85,0.0,71.3,198.0,1.35,11.821000000000002
T. Forrest,G,,10.1,71.35,73.0,7.227,0,0,1.44,0.21,0.0,71.0,98.0,1.25,13.086000000000002
C. Jones,G,,13.8,67.22,72.2,5.232,0,0,4.79,0.2,0.0,67.1,150.0,1.54,13.086000000000002
J. Motley,C,,11.8,68.02,72.01,6.103,1,0,2.81,1.18,0.0,68.3,129.0,1.37,14.3275
K. Jallow,F,,9.0,71.28,71.62,7.958,0,0,1.19,-0.85,0.0,71.1,209.0,1.23,11.821000000000002
D. Osetkowski,F,,8.9,70.24,70.69,7.943,1,0,1.29,-0.83,0.0,70.0,138.0,1.24,11.821000000000002
G. Deck,F,,9.2,71.51,69.96,7.604,0,0,-0.7,-0.85,0.0,71.6,158.0,1.08,11.821000000000002
J. Pradilla,C,,8.9,67.17,69.57,7.817,1,0,1.24,1.17,0.0,66.8,173.0,1.24,14.3275
E. Izundu,C,,8.6,67.06,69.11,8.036,0,0,0.88,1.17,0.0,66.9,120.0,1.21,14.3275
L. Birutis,C,,6.3,67.38,67.89,10.776,1,0,-0.66,1.17,0.0,67.6,118.0,1.08,14.3275
J. Parker,F,,10.1,60.42,66.24,6.559,0,0,6.54,-0.72,0.0,60.5,160.0,1.75,11.821000000000002
W. Hernangomez,C,,10.2,63.09,65.91,6.461,0,0,1.72,1.1,0.0,63.0,110.0,1.29,14.3275
M. Nowell,G,,7.8,60.7,65.42,8.387,0,0,4.54,0.18,0.0,60.9,142.0,1.56,13.086000000000002
M. Spagnolo,G,,8.8,62.89,65.01,7.387,0,0,1.93,0.18,0.0,62.9,123.0,1.31,13.086000000000002
Q. Ellis,G,,8.3,60.7,63.49,7.649,0,0,2.61,0.18,0.0,61.3,169.0,1.38,13.086000000000002
J. Blossomgame,F,,8.3,62.98,62.94,7.583,1,0,0.72,-0.75,0.0,62.9,160.0,1.2,11.821000000000002
B. Badio,G,,7.6,55.66,60.67,7.983,0,0,4.85,0.16,0.0,55.6,105.0,1.63,13.086000000000002
O. Yurtseven,C,,9.5,104.17,60.22,6.339,0,1,6.32,1.81,52.09,104.2,136.0,1.48,14.3275
K. Mitoglou,F,,8.6,60.3,58.68,6.823,0,0,-0.91,-0.72,0.0,60.1,117.0,1.05,11.821000000000002
S. De Larrea,G,,6.3,57.83,58.66,9.311,0,0,0.66,0.17,0.0,58.0,91.0,1.2,13.086000000000002
T. Shorts,G,,12.1,55.92,58.3,4.818,0,0,2.21,0.16,0.0,56.1,115.0,1.36,13.086000000000002
K. Baldwin,G,,6.3,55.49,58.14,9.228,0,0,2.49,0.16,0.0,55.0,132.0,1.39,13.086000000000002
N. Melli,C,,8.9,58.23,57.95,6.512,0,0,-1.29,1.01,0.0,58.6,158.0,1.01,14.3275
R. Smits,F,,7.4,57.57,57.94,7.83,0,0,1.06,-0.68,0.0,57.6,148.0,1.24,11.821000000000002
M. Santos,C,,6.0,54.3,55.96,9.326,0,0,0.71,0.95,0.0,54.1,111.0,1.21,14.3275
J. Grant,G,,7.9,53.68,55.58,7.036,0,0,1.74,0.16,0.0,53.1,179.0,1.32,13.086000000000002
X. Rathan-mayes,G,,8.4,49.88,54.72,6.514,0,0,4.7,0.14,0.0,49.4,128.0,1.67,13.086000000000002
D. Lighty,F,,5.3,55.95,54.64,10.31,0,0,-0.65,-0.66,0.0,56.2,155.0,1.07,11.821000000000002
S. Ojeleye,F,,9.6,55.86,54.35,5.662,0,0,-0.84,-0.66,0.0,55.7,143.0,1.05,11.821000000000002
G. Ricci,F,,5.3,55.53,53.74,10.14,0,0,-1.13,-0.66,0.0,55.1,135.0,1.02,11.821000000000002
A. Dokossi,F,,6.9,57.24,52.37,7.59,0,0,-4.19,-0.68,0.0,57.3,117.0,0.72,11.821000000000002
E. Ulanovas,F,,7.6,53.35,51.72,6.806,0,0,-0.99,-0.63,0.0,52.4,189.0,1.03,11.821000000000002
Y. Ouattara,G,,5.4,45.7,50.22,9.299,0,0,4.38,0.13,0.0,45.7,157.0,1.68,13.086000000000002
J. Montero,G,,11.6,48.1,48.36,4.169,0,0,0.12,0.14,0.0,48.3,69.0,1.15,13.086000000000002
J. Parra,F,,6.5,50.15,48.01,7.386,0,0,-1.55,-0.6,0.0,50.2,117.0,0.96,11.821000000000002
J. Morgan,F,,7.1,50.43,47.74,6.724,0,0,-2.09,-0.6,0.0,50.7,122.0,0.9,11.821000000000002
D. Sleva,F,,7.8,48.02,47.24,6.056,0,0,-0.22,-0.57,0.0,47.8,133.0,1.11,11.821000000000002
B. Massa,C,,6.4,47.93,46.35,7.243,0,0,-2.41,0.83,0.0,48.0,124.0,0.85,14.3275
S. Jovic,G,,7.3,47.85,46.18,6.325,0,0,-1.82,0.14,0.0,47.8,114.0,0.92,13.086000000000002
J. Jessup,F,,6.1,47.84,45.71,7.494,0,0,-1.56,-0.57,0.0,47.6,111.0,0.95,11.821000000000002
K. Diop,C,,5.6,47.89,45.55,8.134,0,0,-3.17,0.83,0.0,47.8,125.0,0.76,14.3275
M. Faye,C,,7.1,45.8,45.02,6.341,0,0,-1.58,0.8,0.0,46.0,130.0,0.94,14.3275
I. Wainright,F,,7.1,46.3,44.07,6.207,0,0,-1.68,-0.55,0.0,46.6,195.0,0.93,11.821000000000002
L. Vildoza,G,,8.5,41.97,42.71,5.025,0,0,0.62,0.12,0.0,41.4,129.0,1.22,13.086000000000002
Z. Leday,F,,14.8,45.6,42.44,2.868,0,0,-2.61,-0.54,0.0,45.5,72.0,0.81,11.821000000000002
N. Sako,C,,8.3,42.43,42.16,5.079,0,0,-1.01,0.74,0.0,42.3,116.0,1.0,14.3275
M. Jantunen,F,,7.3,43.34,41.86,5.735,0,0,-0.96,-0.51,0.0,43.4,151.0,1.01,11.821000000000002
A. Traore,F,,8.8,44.06,41.4,4.705,0,0,-2.14,-0.52,0.0,44.4,115.0,0.86,11.821000000000002
T. Walkup,G,,8.9,43.38,41.33,4.644,0,0,-2.18,0.13,0.0,43.5,126.0,0.85,13.086000000000002
J. Puerto,G,,5.9,43.25,41.2,6.984,0,0,-2.18,0.13,0.0,43.2,112.0,0.85,13.086000000000002
B. Fernando,C,,7.2,43.39,41.12,5.711,0,0,-3.02,0.76,0.0,43.7,85.0,0.74,14.3275
A. M'baye,F,,7.0,38.36,39.29,5.612,0,0,1.38,-0.46,0.0,38.2,147.0,1.34,11.821000000000002
K. Jones,C,,8.5,43.98,39.05,4.594,0,0,-5.7,0.77,0.0,44.2,73.0,0.4,14.3275
D. Hommes,F,,6.4,42.61,38.91,6.079,1,0,-3.19,-0.51,0.0,42.7,96.0,0.71,11.821000000000002
D. Sirvydis,G,,7.0,38.82,38.42,5.488,1,0,-0.52,0.11,0.0,39.4,111.0,1.06,13.086000000000002
M. Diouf,C,,7.4,38.32,37.87,5.118,1,0,-1.12,0.67,0.0,38.3,111.0,0.97,14.3275
N. Williams-goss,G,,9.4,64.56,36.61,3.895,0,1,4.14,0.19,32.28,64.3,112.0,1.5,13.086000000000002
J. Clark Iii,G,,7.4,34.63,35.74,4.829,0,0,1.0,0.1,0.0,34.3,129.0,1.3,13.086000000000002
B. Vautier,C,,5.7,35.1,35.43,6.216,0,0,-0.28,0.61,0.0,35.7,106.0,1.09,14.3275
D. Davidovac,F,,4.6,38.81,34.82,7.57,0,0,-3.52,-0.46,0.0,39.2,130.0,0.62,11.821000000000002
K. Prepelic,G,,6.9,35.1,33.63,4.873,1,0,-1.58,0.1,0.0,35.2,129.0,0.88,13.086000000000002
R. Holmes,C,,11.5,66.59,33.22,2.888,0,1,-1.24,1.16,33.3,66.4,103.0,1.03,14.3275
E. Jackson,F,,4.1,34.36,32.77,7.993,0,0,-1.18,-0.41,0.0,34.4,84.0,0.94,11.821000000000002
N. Giffey,F,,5.1,33.79,31.75,6.226,0,0,-1.64,-0.4,0.0,33.2,100.0,0.86,11.821000000000002
M. Diakite,F,,8.3,34.43,31.44,3.788,0,0,-2.58,-0.41,0.0,34.5,103.0,0.71,11.821000000000002
D. Musa,F,,12.5,34.16,31.26,2.501,0,0,-2.5,-0.41,0.0,34.2,59.0,0.72,11.821000000000002
J. Nebo,C,,11.1,33.75,30.26,2.726,0,0,-4.07,0.59,0.0,33.7,51.0,0.45,14.3275
K. Hayes,C,,6.3,31.61,29.96,4.756,0,0,-2.2,0.55,0.0,31.7,131.0,0.74,14.3275
D. Alston Jr.,F,,7.3,31.7,29.9,4.096,1,0,-1.43,-0.38,0.0,31.6,125.0,0.88,11.821000000000002
K. Simmons,G,,9.3,31.22,28.86,3.103,0,0,-2.45,0.09,0.0,31.3,59.0,0.69,13.086000000000002
T. Carter,G,,8.4,29.12,28.56,3.4,0,0,-0.64,0.08,0.0,29.2,80.0,1.01,13.086000000000002
U. Garuba,F,,6.6,31.25,28.2,4.273,0,0,-2.67,-0.37,0.0,31.0,71.0,0.65,11.821000000000002
C. Frisch,F,,6.3,31.42,28.03,4.449,0,0,-3.02,-0.37,0.0,31.6,85.0,0.59,11.821000000000002
S. Milton,G,,10.5,29.11,26.55,2.529,0,0,-2.64,0.08,0.0,29.4,62.0,0.62,13.086000000000002
P. Dozier,G,,8.4,26.19,26.06,3.102,0,0,-0.21,0.08,0.0,26.2,106.0,1.09,13.086000000000002
N. Laprovittola,G,,10.2,28.12,25.15,2.466,0,0,-3.05,0.08,0.0,28.1,35.0,0.52,13.086000000000002
K. Kondic,G,,5.8,27.19,25.09,4.326,0,0,-2.18,0.08,0.0,27.1,63.0,0.68,13.086000000000002
B. Dunston,C,,5.7,28.12,24.37,4.276,0,0,-4.24,0.49,0.0,28.1,75.0,0.28,14.3275
A. Peters,F,,8.5,25.54,24.13,2.839,0,0,-1.1,-0.3,0.0,25.5,100.0,0.89,11.821000000000002
N. Nedovic,G,,6.5,25.08,23.71,3.648,0,0,-1.44,0.07,0.0,25.1,89.0,0.81,13.086000000000002
A. Abalde,F,,5.2,25.59,23.28,4.477,0,0,-2.01,-0.3,0.0,25.7,105.0,0.69,11.821000000000002
M. Cale,F,,5.7,25.53,23.18,4.066,0,0,-2.05,-0.3,0.0,25.6,142.0,0.68,11.821000000000002
A. Bacot Jr.,C,,9.1,24.77,23.17,2.547,0,0,-2.03,0.43,0.0,24.4,66.0,0.67,14.3275
D. Hackett,G,,5.1,25.56,22.91,4.492,0,0,-2.73,0.07,0.0,25.5,112.0,0.53,13.086000000000002
T. Ginat,F,,7.0,24.75,22.47,3.211,0,0,-1.99,-0.29,0.0,24.5,92.0,0.68,11.821000000000002
N. Mannion,G,,6.0,23.29,22.06,3.677,0,0,-1.29,0.07,0.0,23.7,95.0,0.82,13.086000000000002
L. Cavaliere,F,,4.5,24.96,21.6,4.801,0,0,-3.06,-0.3,0.0,24.9,93.0,0.44,11.821000000000002
E. Fournier,G,,9.5,20.63,21.04,2.214,0,0,0.34,0.06,0.0,20.7,125.0,1.23,13.086000000000002
L. Brown,G,,9.7,23.0,20.86,2.15,0,0,-2.21,0.07,0.0,23.0,48.0,0.59,13.086000000000002
V. Marinkovic,F,,6.2,42.22,20.42,3.293,0,1,-0.19,-0.5,21.11,42.0,153.0,1.11,11.821000000000002
N. Rogkavopoulos,F,,6.5,23.04,20.31,3.124,1,0,-2.46,-0.27,0.0,23.2,60.0,0.53,11.821000000000002
A. Diarra,C,,8.2,22.84,19.99,2.438,0,0,-3.24,0.4,0.0,22.5,35.0,0.33,14.3275
A. Feliz,G,,6.3,20.65,19.31,3.065,0,0,-1.4,0.06,0.0,20.9,92.0,0.75,13.086000000000002
D. Brizuela,G,,5.9,19.46,19.06,3.23,0,0,-0.46,0.06,0.0,19.4,89.0,1.0,13.086000000000002
S. Wilbekin,G,,8.5,37.91,17.83,2.097,0,1,-1.24,0.11,18.96,37.4,85.0,0.95,13.086000000000002
M. Norris,F,,8.3,20.54,17.7,2.133,0,0,-2.59,-0.24,0.0,20.9,56.0,0.42,11.821000000000002
R. Kurucs,F,,5.8,19.6,17.28,2.979,0,0,-2.09,-0.23,0.0,19.8,57.0,0.53,11.821000000000002
W. Gabriel,C,,9.4,34.21,17.18,1.828,0,1,-0.52,0.6,17.1,33.6,123.0,1.05,14.3275
S. Llull,G,,4.0,18.27,17.18,4.294,0,0,-1.14,0.05,0.0,18.2,94.0,0.78,13.086000000000002
C. Swider,F,,7.9,19.52,17.07,2.16,0,0,-2.22,-0.23,0.0,19.1,42.0,0.49,11.821000000000002
K. Papanikolaou,F,,5.9,19.25,16.9,2.864,0,0,-2.12,-0.23,0.0,18.8,78.0,0.51,11.821000000000002
M. Birsen,F,,4.0,19.49,16.63,4.157,0,0,-2.63,-0.23,0.0,19.4,42.0,0.37,11.821000000000002
Y. Dos Santos,G,,5.3,17.06,16.52,3.117,0,0,-0.59,0.05,0.0,16.9,85.0,0.94,13.086000000000002
T. Biberovic,F,,5.8,15.0,15.23,2.626,1,0,0.41,-0.18,0.0,15.1,169.0,1.29,11.821000000000002
A. Zagars,G,,6.4,17.26,15.07,2.355,0,0,-2.24,0.05,0.0,17.3,36.0,0.4,13.086000000000002
M. Ajinca,F,,4.0,14.52,14.76,3.691,0,0,0.42,-0.17,0.0,14.5,140.0,1.3,11.821000000000002
J. Marcos,G,,4.4,16.3,14.7,3.34,0,0,-1.65,0.05,0.0,16.3,80.0,0.56,13.086000000000002
S. Mckissic,G,,6.1,17.2,14.57,2.388,0,0,-2.68,0.05,0.0,17.2,31.0,0.25,13.086000000000002
S. Lee,G,,6.8,14.84,13.77,2.025,0,0,-1.11,0.04,0.0,14.8,86.0,0.71,13.086000000000002
K. Birch,C,,5.5,15.03,13.45,2.445,0,0,-1.84,0.26,0.0,15.2,119.0,0.44,14.3275
S. Miljenovic,G,,4.0,15.39,13.06,3.265,0,0,-2.37,0.04,0.0,15.7,42.0,0.26,13.086000000000002
I. Brazdeikis,F,,5.8,14.88,12.98,2.238,0,0,-1.72,-0.18,0.0,15.0,64.0,0.48,11.821000000000002
B. Ellis,G,,9.3,14.88,12.89,1.386,0,0,-2.03,0.04,0.0,15.0,27.0,0.36,13.086000000000002
N. Sestina,F,,4.4,13.6,12.08,2.746,0,0,-1.35,-0.16,0.0,13.4,71.0,0.57,11.821000000000002
I. Bako,C,,6.4,13.64,12.04,1.881,0,0,-1.84,0.24,0.0,13.3,50.0,0.37,14.3275
S. Harrison,F,,6.4,14.1,11.98,1.872,1,0,-1.95,-0.17,0.0,14.0,38.0,0.35,11.821000000000002
K. Mikalauskas,G,,4.0,14.36,11.89,2.971,0,0,-2.52,0.04,0.0,14.3,10.0,0.14,13.086000000000002
A. Samodurov,F,,4.0,14.36,11.65,2.912,0,0,-2.54,-0.17,0.0,14.3,18.0,0.13,11.821000000000002
G. Papagiannis,C,,7.1,28.06,10.54,1.484,0,1,-3.98,0.49,14.03,27.9,74.0,0.33,14.3275
J. Voigtmann,C,,8.6,26.3,9.6,1.116,0,1,-4.01,0.46,13.15,26.4,28.0,0.27,14.3275
J. Ayayi,G,,6.8,11.0,9.47,1.392,0,0,-1.56,0.03,0.0,11.2,70.0,0.33,13.086000000000002
M. Rubstavicius,G,,5.6,10.97,9.27,1.656,0,0,-1.73,0.03,0.0,11.4,30.0,0.24,13.086000000000002
D. Mccormack,C,,6.9,10.3,9.24,1.339,0,0,-1.24,0.18,0.0,10.4,62.0,0.45,14.3275
