Player,Pos,Team,CR,Base_Projection,Enhanced_Projection,Value_Ratio,Is_Starter,Is_Injured,Usage_Boost,DvP_Boost,Injury_Penalty,FPT_roll_mean,MIN_roll_mean,Usage_Raw,Allow_FPT
D. Willis,F,,9.2,76.88,78.79,8.564,0,0,3.04,-1.13,0.0,76.9,144.0,1.36,11.730500000000001
C. Jones,G,,10.5,70.2,78.65,7.491,0,0,7.84,0.61,0.0,69.8,156.0,1.77,13.752500000000001
J. Dowtin Jr,G,,10.3,70.3,78.03,7.575,0,0,7.11,0.61,0.0,70.4,142.0,1.71,13.752500000000001
S. Herrera,G,,5.2,70.18,78.01,15.001,1,0,7.22,0.61,0.0,69.1,151.0,1.72,13.752500000000001
D. Washington,G,,8.9,64.83,77.21,8.675,0,0,11.81,0.56,0.0,64.9,152.0,2.17,13.752500000000001
Z. Seljaas,F,,9.3,71.78,76.6,8.236,0,0,5.87,-1.05,0.0,71.9,183.0,1.6,11.730500000000001
M. Morgan,G,,8.9,65.85,76.45,8.59,0,0,10.03,0.57,0.0,65.8,145.0,2.0,13.752500000000001
D. Motiejunas,C,,7.8,74.01,75.99,9.742,1,0,1.23,0.74,0.0,73.7,103.0,1.23,13.875499999999999
M. Strazel,G,,7.6,70.22,75.83,9.978,0,0,5.0,0.61,0.0,69.5,168.0,1.54,13.752500000000001
D. Bertans,F,,7.4,66.61,74.6,10.081,0,0,8.97,-0.98,0.0,67.5,177.0,1.9,11.730500000000001
T. Sedekerskis,F,,10.3,70.24,73.1,7.097,0,0,3.89,-1.03,0.0,70.2,206.0,1.45,11.730500000000001
T. Forrest,G,,9.9,71.05,73.09,7.383,0,0,1.43,0.61,0.0,71.0,98.0,1.25,13.752500000000001
V. Lucic,F,,8.9,71.33,72.98,8.2,1,0,2.69,-1.05,0.0,71.3,198.0,1.35,11.730500000000001
C. Jones,G,,13.6,66.53,71.84,5.282,0,0,4.74,0.58,0.0,67.1,150.0,1.54,13.752500000000001
K. Jallow,F,,8.9,71.19,71.33,8.015,0,0,1.18,-1.05,0.0,71.1,209.0,1.23,11.730500000000001
J. Motley,C,,12.1,67.74,71.22,5.886,0,0,2.8,0.68,0.0,68.3,129.0,1.37,13.875499999999999
D. Osetkowski,F,,8.5,70.18,70.44,8.287,0,0,1.29,-1.03,0.0,70.0,138.0,1.24,11.730500000000001
G. Deck,F,,9.1,71.61,69.86,7.677,0,0,-0.7,-1.05,0.0,71.6,158.0,1.08,11.730500000000001
J. Pradilla,C,,9.0,66.67,68.57,7.618,1,0,1.23,0.67,0.0,66.8,173.0,1.24,13.875499999999999
E. Izundu,C,,8.4,66.64,68.18,8.117,0,0,0.87,0.67,0.0,66.9,120.0,1.21,13.875499999999999
M. Nowell,G,,8.1,61.85,67.01,8.272,0,0,4.62,0.53,0.0,60.9,142.0,1.56,13.752500000000001
L. Birutis,C,,6.0,66.82,66.84,11.139,0,0,-0.65,0.67,0.0,67.6,118.0,1.08,13.875499999999999
J. Parker,F,,9.6,60.7,66.37,6.914,0,0,6.57,-0.89,0.0,60.5,160.0,1.75,11.730500000000001
W. Hernangomez,C,,10.3,63.34,65.7,6.378,0,0,1.72,0.64,0.0,63.0,110.0,1.29,13.875499999999999
M. Spagnolo,G,,8.2,63.12,65.61,8.001,0,0,1.94,0.55,0.0,62.9,123.0,1.31,13.752500000000001
Q. Ellis,G,,8.5,61.99,65.2,7.67,0,0,2.67,0.54,0.0,61.3,169.0,1.38,13.752500000000001
J. Blossomgame,F,,8.8,63.16,62.95,7.154,1,0,0.72,-0.93,0.0,62.9,160.0,1.2,11.730500000000001
B. Badio,G,,8.4,55.33,60.62,7.217,0,0,4.82,0.48,0.0,55.6,105.0,1.63,13.752500000000001
S. De Larrea,G,,6.1,57.74,58.89,9.654,0,0,0.66,0.5,0.0,58.0,91.0,1.2,13.752500000000001
K. Mitoglou,F,,8.7,60.08,58.29,6.7,0,0,-0.91,-0.88,0.0,60.1,117.0,1.05,11.730500000000001
T. Shorts,G,,11.5,55.58,58.25,5.065,0,0,2.2,0.48,0.0,56.1,115.0,1.36,13.752500000000001
K. Baldwin,G,,6.1,55.18,58.13,9.529,0,0,2.47,0.48,0.0,55.0,132.0,1.39,13.752500000000001
R. Smits,F,,7.3,57.7,57.91,7.933,0,0,1.06,-0.85,0.0,57.6,148.0,1.24,11.730500000000001
N. Melli,C,,9.1,57.96,57.26,6.292,0,0,-1.28,0.58,0.0,58.6,158.0,1.01,13.875499999999999
A. Smailagic,F,,9.3,95.53,56.53,6.079,0,1,10.17,-1.4,47.76,95.5,169.0,1.74,11.730500000000001
J. Grant,G,,8.3,53.13,55.32,6.665,0,0,1.73,0.46,0.0,53.1,179.0,1.32,13.752500000000001
M. Santos,C,,6.4,53.89,55.14,8.616,0,0,0.71,0.54,0.0,54.1,111.0,1.21,13.875499999999999
D. Lighty,F,,5.1,55.67,54.21,10.629,0,0,-0.64,-0.82,0.0,56.2,155.0,1.07,11.730500000000001
S. Ojeleye,F,,9.7,55.5,53.85,5.551,0,0,-0.84,-0.81,0.0,55.7,143.0,1.05,11.730500000000001
G. Ricci,F,,5.5,55.14,53.21,9.674,0,0,-1.12,-0.81,0.0,55.1,135.0,1.02,11.730500000000001
A. Dokossi,F,,6.7,57.59,52.53,7.84,0,0,-4.21,-0.85,0.0,57.3,117.0,0.72,11.730500000000001
E. Ulanovas,F,,7.4,52.95,51.18,6.917,1,0,-0.98,-0.78,0.0,52.4,189.0,1.03,11.730500000000001
Y. Ouattara,G,,5.5,45.73,50.51,9.184,0,0,4.39,0.4,0.0,45.7,157.0,1.68,13.752500000000001
J. Montero,G,,11.5,48.09,48.62,4.228,0,0,0.12,0.42,0.0,48.3,69.0,1.15,13.752500000000001
J. Parra,F,,6.5,50.3,48.01,7.386,0,0,-1.56,-0.74,0.0,50.2,117.0,0.96,11.730500000000001
J. Morgan,F,,7.1,50.79,47.94,6.752,0,0,-2.11,-0.75,0.0,50.7,122.0,0.9,11.730500000000001
D. Sleva,F,,7.9,47.99,47.06,5.958,0,0,-0.22,-0.7,0.0,47.8,133.0,1.11,11.730500000000001
S. Jovic,G,,7.1,47.98,46.58,6.56,0,0,-1.82,0.41,0.0,47.8,114.0,0.92,13.752500000000001
B. Massa,C,,6.4,48.0,46.07,7.198,0,0,-2.41,0.48,0.0,48.0,124.0,0.85,13.875499999999999
J. Jessup,F,,6.6,47.95,45.68,6.922,0,0,-1.57,-0.7,0.0,47.6,111.0,0.95,11.730500000000001
K. Diop,C,,5.8,47.95,45.26,7.804,0,0,-3.17,0.48,0.0,47.8,125.0,0.76,13.875499999999999
M. Faye,C,,7.2,45.88,44.76,6.216,0,0,-1.58,0.46,0.0,46.0,130.0,0.94,13.875499999999999
I. Wainright,F,,6.7,46.09,43.74,6.529,0,0,-1.67,-0.68,0.0,46.6,195.0,0.93,11.730500000000001
L. Vildoza,G,,8.4,41.97,42.96,5.115,0,0,0.62,0.36,0.0,41.4,129.0,1.22,13.752500000000001
Z. Leday,F,,14.8,45.76,42.46,2.869,0,0,-2.62,-0.67,0.0,45.5,72.0,0.81,11.730500000000001
M. Jantunen,F,,7.6,43.43,41.84,5.505,0,0,-0.96,-0.64,0.0,43.4,151.0,1.01,11.730500000000001
N. Sako,C,,7.3,42.36,41.77,5.722,0,0,-1.01,0.43,0.0,42.3,116.0,1.0,13.875499999999999
T. Walkup,G,,9.1,43.56,41.75,4.588,0,0,-2.19,0.38,0.0,43.5,126.0,0.85,13.752500000000001
J. Puerto,G,,5.8,43.38,41.58,7.168,0,0,-2.18,0.38,0.0,43.2,112.0,0.85,13.752500000000001
V. Marinkovic,F,,5.9,42.24,41.43,7.021,1,0,-0.19,-0.62,0.0,42.0,153.0,1.11,11.730500000000001
A. Traore,F,,8.4,44.03,41.25,4.91,0,0,-2.14,-0.65,0.0,44.4,115.0,0.86,11.730500000000001
B. Fernando,C,,7.3,43.57,40.98,5.613,1,0,-3.04,0.44,0.0,43.7,85.0,0.74,13.875499999999999
A. M'baye,F,,6.5,38.21,39.02,6.004,0,0,1.38,-0.56,0.0,38.2,147.0,1.34,11.730500000000001
K. Jones,C,,7.8,44.03,38.77,4.97,0,0,-5.7,0.44,0.0,44.2,73.0,0.4,13.875499999999999
D. Hommes,F,,6.0,42.52,38.7,6.451,0,0,-3.19,-0.62,0.0,42.7,96.0,0.71,11.730500000000001
D. Sirvydis,G,,6.7,38.87,38.69,5.774,0,0,-0.52,0.34,0.0,39.4,111.0,1.06,13.752500000000001
M. Diouf,C,,8.0,38.2,37.47,4.683,1,0,-1.11,0.38,0.0,38.3,111.0,0.97,13.875499999999999
N. Williams-goss,G,,9.2,64.38,36.88,4.009,0,1,4.13,0.56,32.19,64.3,112.0,1.5,13.752500000000001
A. Butkevicius,F,,6.8,79.87,36.86,5.42,0,1,-1.91,-1.17,39.94,80.2,166.0,1.0,11.730500000000001
J. Clark Iii,G,,7.4,34.33,35.62,4.814,1,0,0.99,0.3,0.0,34.3,129.0,1.3,13.752500000000001
B. Vautier,C,,5.6,34.67,34.74,6.203,0,0,-0.28,0.35,0.0,35.7,106.0,1.09,13.875499999999999
W. Gabriel,C,,8.8,33.89,33.72,3.832,0,0,-0.51,0.34,0.0,33.6,123.0,1.05,13.875499999999999
K. Prepelic,G,,6.6,34.62,33.36,5.055,0,0,-1.56,0.3,0.0,35.2,129.0,0.88,13.752500000000001
R. Holmes,C,,11.3,66.54,32.7,2.894,0,1,-1.24,0.67,33.27,66.4,103.0,1.03,13.875499999999999
E. Jackson,F,,4.0,34.28,32.6,8.15,0,0,-1.18,-0.5,0.0,34.4,84.0,0.94,11.730500000000001
N. Giffey,F,,5.2,33.75,31.61,6.079,0,0,-1.64,-0.5,0.0,33.2,100.0,0.86,11.730500000000001
M. Diakite,F,,8.2,34.24,31.17,3.802,0,0,-2.57,-0.5,0.0,34.5,103.0,0.71,11.730500000000001
D. Musa,F,,12.3,33.87,30.89,2.511,0,0,-2.48,-0.5,0.0,34.2,59.0,0.72,11.730500000000001
D. Alston Jr.,F,,7.7,31.75,29.85,3.877,1,0,-1.43,-0.47,0.0,31.6,125.0,0.88,11.730500000000001
K. Hayes,C,,6.8,31.63,29.75,4.375,0,0,-2.2,0.32,0.0,31.7,131.0,0.74,13.875499999999999
J. Nebo,C,,11.1,33.34,29.65,2.671,0,0,-4.03,0.34,0.0,33.7,51.0,0.45,13.875499999999999
X. Rathan-mayes,G,,8.0,49.09,29.59,3.699,0,1,4.62,0.42,24.54,49.4,128.0,1.67,13.752500000000001
K. Simmons,G,,9.7,30.99,28.82,2.972,0,0,-2.43,0.27,0.0,31.3,59.0,0.69,13.752500000000001
T. Carter,G,,8.2,29.14,28.74,3.505,0,0,-0.64,0.25,0.0,29.2,80.0,1.01,13.752500000000001
C. Frisch,F,,5.9,31.57,28.07,4.758,0,0,-3.03,-0.46,0.0,31.6,85.0,0.59,11.730500000000001
U. Garuba,F,,6.4,31.12,28.0,4.375,0,0,-2.66,-0.46,0.0,31.0,71.0,0.65,11.730500000000001
S. Milton,G,,10.5,29.02,26.63,2.537,0,0,-2.63,0.25,0.0,29.4,62.0,0.62,13.752500000000001
P. Dozier,G,,8.2,26.14,26.16,3.19,0,0,-0.21,0.23,0.0,26.2,106.0,1.09,13.752500000000001
K. Kondic,G,,5.5,26.42,24.53,4.46,0,0,-2.12,0.23,0.0,27.1,63.0,0.68,13.752500000000001
B. Dunston,C,,5.6,28.39,24.4,4.357,0,0,-4.28,0.29,0.0,28.1,75.0,0.28,13.875499999999999
A. Peters,F,,8.2,25.6,24.11,2.941,0,0,-1.11,-0.38,0.0,25.5,100.0,0.89,11.730500000000001
N. Nedovic,G,,6.1,24.99,23.77,3.897,0,0,-1.43,0.22,0.0,25.1,89.0,0.81,13.752500000000001
A. Abalde,F,,5.1,25.77,23.37,4.582,1,0,-2.02,-0.38,0.0,25.7,105.0,0.69,11.730500000000001
M. Cale,F,,5.9,25.69,23.25,3.94,0,0,-2.06,-0.38,0.0,25.6,142.0,0.68,11.730500000000001
D. Hackett,G,,5.1,25.62,23.11,4.532,0,0,-2.73,0.22,0.0,25.5,112.0,0.53,13.752500000000001
A. Bacot Jr.,C,,8.7,24.5,22.74,2.614,0,0,-2.01,0.25,0.0,24.4,66.0,0.67,13.875499999999999
N. Mannion,G,,5.6,23.54,22.44,4.007,0,0,-1.31,0.2,0.0,23.7,95.0,0.82,13.752500000000001
J. Voigtmann,C,,8.0,26.12,22.4,2.8,1,0,-3.98,0.26,0.0,26.4,28.0,0.27,13.875499999999999
T. Ginat,F,,6.8,24.44,22.12,3.253,0,0,-1.96,-0.36,0.0,24.5,92.0,0.68,11.730500000000001
E. Fournier,G,,9.6,20.83,21.36,2.225,0,0,0.35,0.18,0.0,20.7,125.0,1.23,13.752500000000001
L. Cavaliere,F,,4.3,24.65,21.27,4.947,0,0,-3.02,-0.36,0.0,24.9,93.0,0.44,11.730500000000001
L. Brown,G,,9.5,22.97,20.96,2.206,0,0,-2.21,0.2,0.0,23.0,48.0,0.59,13.752500000000001
N. Rogkavopoulos,F,,6.9,23.14,20.34,2.947,0,0,-2.47,-0.34,0.0,23.2,60.0,0.53,11.730500000000001
A. Feliz,G,,6.3,20.78,19.55,3.103,0,0,-1.41,0.18,0.0,20.9,92.0,0.75,13.752500000000001
A. Diarra,C,,7.7,22.5,19.54,2.537,0,0,-3.19,0.23,0.0,22.5,35.0,0.33,13.875499999999999
D. Brizuela,G,,5.8,19.35,19.05,3.285,0,0,-0.46,0.17,0.0,19.4,89.0,1.0,13.752500000000001
S. Wilbekin,G,,8.3,38.05,18.11,2.182,0,1,-1.24,0.33,19.03,37.4,85.0,0.95,13.752500000000001
M. Norris,F,,7.4,20.8,17.87,2.415,0,0,-2.62,-0.31,0.0,20.9,56.0,0.42,11.730500000000001
S. Llull,G,,4.0,18.43,17.44,4.359,0,0,-1.15,0.16,0.0,18.2,94.0,0.78,13.752500000000001
R. Kurucs,F,,6.4,19.62,17.24,2.693,1,0,-2.09,-0.29,0.0,19.8,57.0,0.53,11.730500000000001
J. Anderson,F,,6.6,19.63,17.15,2.598,0,0,-2.2,-0.29,0.0,19.7,96.0,0.5,11.730500000000001
C. Swider,F,,7.2,19.43,16.94,2.353,0,0,-2.21,-0.29,0.0,19.1,42.0,0.49,11.730500000000001
Y. Dos Santos,G,,5.0,17.15,16.7,3.341,0,0,-0.59,0.15,0.0,16.9,85.0,0.94,13.752500000000001
K. Papanikolaou,F,,5.8,18.97,16.6,2.862,0,0,-2.09,-0.28,0.0,18.8,78.0,0.51,11.730500000000001
M. Birsen,F,,4.0,19.34,16.44,4.111,0,0,-2.61,-0.28,0.0,19.4,42.0,0.37,11.730500000000001
D. Davidovac,F,,4.4,38.82,15.31,3.48,0,1,-3.52,-0.57,19.41,39.2,130.0,0.62,11.730500000000001
T. Biberovic,F,,5.7,15.05,15.24,2.673,1,0,0.41,-0.22,0.0,15.1,169.0,1.29,11.730500000000001
A. Zagars,G,,6.2,17.29,15.2,2.452,0,0,-2.24,0.15,0.0,17.3,36.0,0.4,13.752500000000001
J. Marcos,G,,4.4,16.28,14.77,3.357,0,0,-1.65,0.14,0.0,16.3,80.0,0.56,13.752500000000001
J. Dibartolomeo,G,,5.7,17.16,14.63,2.567,0,0,-2.68,0.15,0.0,17.0,55.0,0.25,13.752500000000001
M. Ajinca,F,,4.1,14.26,14.46,3.527,0,0,0.41,-0.21,0.0,14.5,140.0,1.3,11.730500000000001
S. Lee,G,,6.5,14.97,13.98,2.15,0,0,-1.12,0.13,0.0,14.8,86.0,0.71,13.752500000000001
K. Birch,C,,5.2,15.15,13.45,2.586,0,0,-1.86,0.15,0.0,15.2,119.0,0.44,13.875499999999999
S. Miljenovic,G,,4.0,15.43,13.18,3.295,0,0,-2.38,0.13,0.0,15.7,42.0,0.26,13.752500000000001
B. Ellis,G,,8.8,14.98,13.07,1.485,0,0,-2.05,0.13,0.0,15.0,27.0,0.36,13.752500000000001
I. Brazdeikis,F,,6.1,14.96,13.01,2.134,1,0,-1.73,-0.22,0.0,15.0,64.0,0.48,11.730500000000001
N. Sestina,F,,4.2,13.92,12.33,2.935,0,0,-1.39,-0.2,0.0,13.4,71.0,0.57,11.730500000000001
I. Bako,C,,6.1,13.95,12.21,2.001,0,0,-1.88,0.14,0.0,13.3,50.0,0.37,13.875499999999999
S. Harrison,F,,6.0,14.1,11.94,1.99,1,0,-1.95,-0.21,0.0,14.0,38.0,0.35,11.730500000000001
K. Mikalauskas,G,,4.0,14.16,11.8,2.949,0,0,-2.48,0.12,0.0,14.3,10.0,0.14,13.752500000000001
A. Samodurov,F,,4.0,14.11,11.41,2.852,0,0,-2.5,-0.21,0.0,14.3,18.0,0.13,11.730500000000001
N. Laprovittola,G,,10.1,28.42,11.37,1.126,0,1,-3.08,0.25,14.21,28.1,35.0,0.52,13.752500000000001
G. Papagiannis,C,,6.9,28.3,10.42,1.51,0,1,-4.02,0.28,14.15,27.9,74.0,0.33,13.875499999999999
