Player,Pos,Team,CR,Enhanced_Projection,Role
T. Dorsey,G,,11.5,178.76680346269663,Active
N. Hifi,G,,14.0,268.69707293147405,CAPTAIN
T. Luwawu-cabarrot,F,,12.0,208.2967454951395,Active
I. Mike,F,,9.4,145.56039616103268,Active
F. Petrusev,F,,15.3,254.91593828872854,Active
L. Birutis,C,,6.3,77.95969993294085,Active
M. Strazel,G,,7.1,85.98940667102897,Substitute
S. Herrera,G,,5.7,77.0346829668352,Substitute
A. Obst,G,,8.2,147.88414165541093,Substitute
O. Moore,G,,11.3,168.73454343859078,Substitute
