Player,Pos,Team,CR,Base_Projection,Enhanced_Projection,Value_Ratio,Is_Starter,Is_Injured,Usage_Boost,DvP_Boost,Injury_Penalty,FPT_roll_mean,MIN_roll_mean,Usage_Raw,Allow_FPT
K. Jallow,F,,8.9,71.18,71.86,8.074,0,0,1.24,-0.56,0.0,71.1,209.0,1.23,12.232
D. Osetkowski,F,,8.7,69.89,70.68,8.125,1,0,1.34,-0.55,0.0,70.0,138.0,1.24,12.232
G. Deck,F,,9.6,71.32,70.11,7.303,0,0,-0.65,-0.56,0.0,71.6,158.0,1.08,12.232
J. Pradilla,C,,9.2,66.93,69.41,7.544,1,0,1.28,1.2,0.0,66.8,173.0,1.24,14.4475
E. Izundu,C,,8.3,66.92,69.04,8.319,0,0,0.93,1.2,0.0,66.9,120.0,1.21,14.4475
L. Birutis,C,,6.5,67.38,67.97,10.457,0,0,-0.61,1.21,0.0,67.6,118.0,1.08,14.4475
J. Parker,F,,10.8,60.5,66.63,6.17,0,0,6.61,-0.48,0.0,60.5,160.0,1.75,12.232
W. Hernangomez,C,,10.4,63.2,66.1,6.356,0,0,1.77,1.13,0.0,63.0,110.0,1.29,14.4475
M. Nowell,G,,8.5,60.52,65.05,7.653,0,0,4.58,-0.05,0.0,60.9,142.0,1.56,12.836000000000002
M. Spagnolo,G,,8.4,63.02,64.96,7.733,0,0,1.99,-0.05,0.0,62.9,123.0,1.31,12.836000000000002
J. Blossomgame,F,,8.5,62.98,63.24,7.44,1,0,0.76,-0.49,0.0,62.9,160.0,1.2,12.232
Q. Ellis,G,,7.4,60.43,63.03,8.517,0,0,2.65,-0.05,0.0,61.3,169.0,1.38,12.836000000000002
O. Yurtseven,C,,9.7,104.08,60.31,6.218,0,1,6.41,1.86,52.04,104.2,136.0,1.48,14.4475
B. Badio,G,,8.4,55.47,60.31,7.18,0,0,4.89,-0.05,0.0,55.6,105.0,1.63,12.836000000000002
K. Mitoglou,F,,7.9,60.25,58.9,7.456,1,0,-0.87,-0.47,0.0,60.1,117.0,1.05,12.232
N. Melli,C,,8.7,58.31,58.1,6.679,0,0,-1.25,1.04,0.0,58.6,158.0,1.01,14.4475
S. De Larrea,G,,6.5,57.28,57.92,8.911,0,0,0.69,-0.05,0.0,58.0,91.0,1.2,12.836000000000002
T. Shorts,G,,11.5,55.61,57.81,5.027,0,0,2.24,-0.05,0.0,56.1,115.0,1.36,12.836000000000002
K. Baldwin,G,,6.5,55.21,57.69,8.875,0,0,2.52,-0.05,0.0,55.0,132.0,1.39,12.836000000000002
R. Smits,F,,6.8,56.85,57.49,8.454,0,0,1.09,-0.45,0.0,57.6,148.0,1.24,12.232
M. Santos,C,,6.4,54.41,56.14,8.772,0,0,0.75,0.97,0.0,54.1,111.0,1.21,14.4475
J. Grant,G,,8.3,53.78,55.53,6.69,0,0,1.79,-0.04,0.0,53.1,179.0,1.32,12.836000000000002
D. Lighty,F,,5.3,55.65,54.61,10.304,0,0,-0.61,-0.44,0.0,56.2,155.0,1.07,12.232
S. Ojeleye,F,,9.3,55.55,54.31,5.84,0,0,-0.8,-0.44,0.0,55.7,143.0,1.05,12.232
X. Rathan-mayes,G,,8.3,49.37,54.02,6.509,0,0,4.7,-0.04,0.0,49.4,128.0,1.67,12.836000000000002
G. Ricci,F,,5.3,55.2,53.67,10.127,0,0,-1.09,-0.43,0.0,55.1,135.0,1.02,12.232
A. Dokossi,F,,7.2,56.66,52.09,7.235,0,0,-4.12,-0.44,0.0,57.3,117.0,0.72,12.232
E. Ulanovas,F,,7.6,53.23,51.85,6.823,0,0,-0.96,-0.42,0.0,52.4,189.0,1.03,12.232
J. Montero,G,,11.7,48.15,48.26,4.125,0,0,0.16,-0.04,0.0,48.3,69.0,1.15,12.836000000000002
J. Morgan,F,,7.4,50.2,47.75,6.453,0,0,-2.06,-0.39,0.0,50.7,122.0,0.9,12.232
J. Parra,F,,6.3,49.45,47.56,7.549,0,0,-1.5,-0.39,0.0,50.2,117.0,0.96,12.232
D. Sleva,F,,8.0,47.81,47.25,5.907,0,0,-0.18,-0.38,0.0,47.8,133.0,1.11,12.232
B. Massa,C,,6.7,47.85,46.32,6.914,0,0,-2.38,0.86,0.0,48.0,124.0,0.85,14.4475
S. Jovic,G,,6.9,47.75,45.92,6.655,0,0,-1.79,-0.04,0.0,47.8,114.0,0.92,12.836000000000002
J. Jessup,F,,6.6,47.65,45.75,6.932,0,0,-1.53,-0.37,0.0,47.6,111.0,0.95,12.232
K. Diop,C,,6.0,47.79,45.5,7.584,0,0,-3.14,0.86,0.0,47.8,125.0,0.76,14.4475
M. Faye,C,,7.1,45.8,45.07,6.348,0,0,-1.55,0.82,0.0,46.0,130.0,0.94,14.4475
I. Wainright,F,,7.6,46.34,44.33,5.832,0,0,-1.65,-0.36,0.0,46.6,195.0,0.93,12.232
Z. Leday,F,,15.0,45.76,42.8,2.853,0,0,-2.6,-0.36,0.0,45.5,72.0,0.81,12.232
L. Vildoza,G,,7.7,41.76,42.38,5.503,0,0,0.65,-0.03,0.0,41.4,129.0,1.22,12.836000000000002
N. Sako,C,,8.5,42.45,42.22,4.967,0,0,-0.99,0.76,0.0,42.3,116.0,1.0,14.4475
M. Jantunen,F,,7.5,43.21,41.94,5.592,1,0,-0.93,-0.34,0.0,43.4,151.0,1.01,12.232
A. Traore,F,,8.0,44.1,41.64,5.205,0,0,-2.12,-0.35,0.0,44.4,115.0,0.86,12.232
B. Fernando,C,,7.4,43.55,41.31,5.583,0,0,-3.01,0.78,0.0,43.7,85.0,0.74,14.4475
T. Walkup,G,,9.0,43.47,41.27,4.585,0,0,-2.16,-0.04,0.0,43.5,126.0,0.85,12.836000000000002
J. Puerto,G,,5.7,43.25,41.06,7.204,0,0,-2.15,-0.04,0.0,43.2,112.0,0.85,12.836000000000002
A. M'baye,F,,7.2,38.43,39.54,5.492,0,0,1.42,-0.3,0.0,38.2,147.0,1.34,12.232
K. Jones,C,,9.0,44.11,39.2,4.355,0,0,-5.7,0.79,0.0,44.2,73.0,0.4,14.4475
D. Hommes,F,,6.4,42.64,39.12,6.113,0,0,-3.18,-0.33,0.0,42.7,96.0,0.71,12.232
D. Sirvydis,G,,6.7,39.06,38.53,5.751,1,0,-0.49,-0.03,0.0,39.4,111.0,1.06,12.836000000000002
M. Diouf,C,,6.7,38.48,38.07,5.682,0,0,-1.1,0.69,0.0,38.3,111.0,0.97,14.4475
N. Williams-goss,G,,9.6,64.54,36.42,3.793,0,1,4.2,-0.05,32.27,64.3,112.0,1.5,12.836000000000002
J. Clark Iii,G,,7.7,34.55,35.55,4.617,0,0,1.03,-0.03,0.0,34.3,129.0,1.3,12.836000000000002
B. Vautier,C,,5.8,34.98,35.35,6.094,0,0,-0.26,0.63,0.0,35.7,106.0,1.09,14.4475
D. Davidovac,F,,4.9,38.96,35.13,7.169,0,0,-3.52,-0.31,0.0,39.2,130.0,0.62,12.232
W. Gabriel,C,,10.1,34.0,34.12,3.378,0,0,-0.49,0.61,0.0,33.6,123.0,1.05,14.4475
K. Prepelic,G,,6.7,34.91,33.33,4.974,0,0,-1.55,-0.03,0.0,35.2,129.0,0.88,12.836000000000002
R. Holmes,C,,11.7,66.45,33.22,2.839,0,1,-1.19,1.19,33.23,66.4,103.0,1.03,14.4475
E. Jackson,F,,4.3,34.33,32.9,7.651,0,0,-1.16,-0.27,0.0,34.4,84.0,0.94,12.232
N. Giffey,F,,5.2,33.7,31.82,6.119,0,0,-1.62,-0.26,0.0,33.2,100.0,0.86,12.232
M. Diakite,F,,8.3,34.22,31.4,3.784,0,0,-2.55,-0.27,0.0,34.5,103.0,0.71,12.232
D. Musa,F,,12.7,33.76,31.04,2.444,0,0,-2.46,-0.27,0.0,34.2,59.0,0.72,12.232
D. Alston Jr.,F,,7.7,32.18,30.5,3.961,1,0,-1.43,-0.25,0.0,31.6,125.0,0.88,12.232
K. Hayes,C,,6.2,31.93,30.3,4.886,0,0,-2.21,0.57,0.0,31.7,131.0,0.74,14.4475
J. Nebo,C,,11.6,33.16,29.76,2.565,0,0,-3.99,0.59,0.0,33.7,51.0,0.45,14.4475
T. Carter,G,,8.6,29.49,28.83,3.352,0,0,-0.63,-0.02,0.0,29.2,80.0,1.01,12.836000000000002
K. Simmons,G,,9.1,31.07,28.62,3.145,0,0,-2.43,-0.03,0.0,31.3,59.0,0.69,12.836000000000002
C. Frisch,F,,6.8,31.62,28.35,4.169,0,0,-3.03,-0.25,0.0,31.6,85.0,0.59,12.232
U. Garuba,F,,7.0,31.08,28.19,4.027,0,0,-2.65,-0.24,0.0,31.0,71.0,0.65,12.232
Y. Ouattara,G,,5.6,45.74,27.26,4.868,0,1,4.43,-0.04,22.87,45.7,157.0,1.68,12.836000000000002
S. Milton,G,,11.1,29.25,26.58,2.394,0,0,-2.64,-0.02,0.0,29.4,62.0,0.62,12.836000000000002
P. Dozier,G,,8.6,26.27,26.06,3.03,0,0,-0.19,-0.02,0.0,26.2,106.0,1.09,12.836000000000002
N. Laprovittola,G,,10.5,28.14,25.08,2.388,0,0,-3.04,-0.02,0.0,28.1,35.0,0.52,12.836000000000002
K. Kondic,G,,6.0,27.14,24.95,4.159,0,0,-2.17,-0.02,0.0,27.1,63.0,0.68,12.836000000000002
B. Dunston,C,,5.5,28.15,24.41,4.439,0,0,-4.24,0.5,0.0,28.1,75.0,0.28,14.4475
A. Peters,F,,8.0,25.59,24.29,3.037,0,0,-1.09,-0.2,0.0,25.5,100.0,0.89,12.232
N. Nedovic,G,,6.6,25.09,23.64,3.582,0,0,-1.43,-0.02,0.0,25.1,89.0,0.81,12.836000000000002
A. Abalde,F,,5.3,25.71,23.5,4.435,1,0,-2.01,-0.2,0.0,25.7,105.0,0.69,12.232
M. Cale,F,,6.1,25.64,23.39,3.835,0,0,-2.05,-0.2,0.0,25.6,142.0,0.68,12.232
A. Bacot Jr.,C,,9.6,24.62,23.05,2.401,0,0,-2.01,0.44,0.0,24.4,66.0,0.67,14.4475
D. Hackett,G,,5.3,25.6,22.86,4.313,0,0,-2.72,-0.02,0.0,25.5,112.0,0.53,12.836000000000002
T. Ginat,F,,7.2,24.55,22.4,3.111,0,0,-1.96,-0.19,0.0,24.5,92.0,0.68,12.232
N. Mannion,G,,6.0,23.61,22.29,3.715,0,0,-1.3,-0.02,0.0,23.7,95.0,0.82,12.836000000000002
L. Cavaliere,F,,4.7,24.83,21.6,4.596,0,0,-3.04,-0.2,0.0,24.9,93.0,0.44,12.232
L. Brown,G,,9.9,23.06,20.83,2.104,0,0,-2.21,-0.02,0.0,23.0,48.0,0.59,12.836000000000002
E. Fournier,G,,10.3,20.49,20.82,2.022,0,0,0.36,-0.02,0.0,20.7,125.0,1.23,12.836000000000002
V. Marinkovic,F,,6.4,42.09,20.56,3.212,0,1,-0.16,-0.33,21.05,42.0,153.0,1.11,12.232
N. Rogkavopoulos,F,,6.8,23.2,20.55,3.022,0,0,-2.47,-0.18,0.0,23.2,60.0,0.53,12.232
A. Diarra,C,,8.1,22.85,20.02,2.471,0,0,-3.24,0.41,0.0,22.5,35.0,0.33,14.4475
A. Feliz,G,,6.2,20.55,19.15,3.089,0,0,-1.39,-0.02,0.0,20.9,92.0,0.75,12.836000000000002
D. Brizuela,G,,6.1,19.23,18.76,3.076,0,0,-0.45,-0.02,0.0,19.4,89.0,1.0,12.836000000000002
M. Norris,F,,8.8,20.53,17.79,2.022,0,0,-2.58,-0.16,0.0,20.9,56.0,0.42,12.232
S. Wilbekin,G,,8.7,38.04,17.77,2.042,0,1,-1.22,-0.03,19.02,37.4,85.0,0.95,12.836000000000002
S. Llull,G,,4.5,18.58,17.41,3.868,0,0,-1.15,-0.02,0.0,18.2,94.0,0.78,12.836000000000002
R. Kurucs,F,,5.9,19.4,17.19,2.913,0,0,-2.06,-0.15,0.0,19.8,57.0,0.53,12.232
C. Swider,F,,8.6,19.25,16.92,1.967,0,0,-2.18,-0.15,0.0,19.1,42.0,0.49,12.232
K. Papanikolaou,F,,6.3,18.94,16.71,2.653,0,0,-2.08,-0.15,0.0,18.8,78.0,0.51,12.232
Y. Dos Santos,G,,5.7,17.12,16.53,2.9,0,0,-0.58,-0.01,0.0,16.9,85.0,0.94,12.836000000000002
M. Birsen,F,,4.0,19.18,16.44,4.111,0,0,-2.58,-0.15,0.0,19.4,42.0,0.37,12.232
T. Biberovic,F,,6.2,15.06,15.36,2.478,1,0,0.42,-0.12,0.0,15.1,169.0,1.29,12.232
A. Zagars,G,,6.6,17.29,15.04,2.278,0,0,-2.24,-0.01,0.0,17.3,36.0,0.4,12.836000000000002
M. Ajinca,F,,4.2,14.31,14.62,3.481,0,0,0.43,-0.11,0.0,14.5,140.0,1.3,12.232
J. Marcos,G,,4.9,16.25,14.6,2.979,0,0,-1.64,-0.01,0.0,16.3,80.0,0.56,12.836000000000002
S. Mckissic,G,,6.8,17.23,14.53,2.136,0,0,-2.68,-0.01,0.0,17.2,31.0,0.25,12.836000000000002
J. Dibartolomeo,G,,5.4,17.16,14.47,2.68,0,0,-2.67,-0.01,0.0,17.0,55.0,0.25,12.836000000000002
S. Lee,G,,7.2,14.94,13.82,1.919,0,0,-1.11,-0.01,0.0,14.8,86.0,0.71,12.836000000000002
K. Birch,C,,5.5,15.07,13.5,2.454,0,0,-1.84,0.27,0.0,15.2,119.0,0.44,14.4475
I. Brazdeikis,F,,6.7,15.01,13.16,1.965,0,0,-1.73,-0.12,0.0,15.0,64.0,0.48,12.232
S. Miljenovic,G,,4.4,15.4,13.01,2.958,0,0,-2.37,-0.01,0.0,15.7,42.0,0.26,12.836000000000002
B. Ellis,G,,9.8,14.93,12.88,1.315,0,0,-2.04,-0.01,0.0,15.0,27.0,0.36,12.836000000000002
N. Sestina,F,,4.7,13.56,12.1,2.575,0,0,-1.35,-0.11,0.0,13.4,71.0,0.57,12.232
I. Bako,C,,6.6,13.57,11.99,1.817,0,0,-1.83,0.24,0.0,13.3,50.0,0.37,14.4475
K. Mikalauskas,G,,4.3,14.2,11.7,2.722,0,0,-2.49,-0.01,0.0,14.3,10.0,0.14,12.836000000000002
A. Samodurov,F,,4.0,14.2,11.57,2.894,0,0,-2.51,-0.11,0.0,14.3,18.0,0.13,12.232
G. Papagiannis,C,,7.3,28.07,10.56,1.446,0,1,-3.98,0.5,14.03,27.9,74.0,0.33,14.4475
J. Voigtmann,C,,8.8,26.21,9.58,1.089,1,1,-3.99,0.47,13.1,26.4,28.0,0.27,14.4475
J. Ayayi,G,,6.6,10.98,9.42,1.427,0,0,-1.56,-0.01,0.0,11.2,70.0,0.33,12.836000000000002
M. Rubstavicius,G,,6.0,11.01,9.27,1.545,0,0,-1.74,-0.01,0.0,11.4,30.0,0.24,12.836000000000002
M. Howard,G,,7.8,9.88,9.18,1.177,0,0,-0.68,-0.01,0.0,9.0,77.0,0.74,12.836000000000002
D. Mccormack,C,,7.6,10.2,9.16,1.205,0,0,-1.23,0.18,0.0,10.4,62.0,0.45,14.4475
B. Taylor,G,,7.0,9.93,8.79,1.256,0,0,-1.13,-0.01,0.0,9.8,57.0,0.49,12.836000000000002
D. Kramer,G,,5.9,9.82,8.69,1.474,0,0,-1.11,-0.01,0.0,9.4,98.0,0.49,12.836000000000002
O. Dobric,F,,4.8,9.99,8.65,1.803,0,0,-1.26,-0.08,0.0,10.1,44.0,0.42,12.232
