Player,Pos,Team,CR,Base_Projection,Enhanced_Projection,Value_Ratio,Is_Starter,Is_Injured,Usage_Boost,DvP_Boost,Injury_Penalty,FPT_roll_mean,MIN_roll_mean,Usage_Raw,Allow_FPT
H. Diallo,F,,11.2,119.95,150.52,13.44,1,0,32.0,-1.42,0.0,119.5,181.0,2.65,11.821000000000002
D. Thompson,G,,11.8,123.41,150.39,12.745,1,0,26.62,0.36,0.0,124.0,166.0,2.36,13.086000000000002
C. Osman,F,,12.3,122.92,147.75,12.012,0,0,26.29,-1.46,0.0,122.8,213.0,2.35,11.821000000000002
I. Mike,F,,9.4,122.72,146.43,15.577,0,0,25.17,-1.46,0.0,122.7,193.0,2.3,11.821000000000002
A. Obst,G,,8.2,121.33,146.36,17.848,0,0,24.67,0.35,0.0,121.8,191.0,2.29,13.086000000000002
A. Diallo,F,,11.6,122.88,145.11,12.509,0,0,23.69,-1.46,0.0,122.6,237.0,2.23,11.821000000000002
N. De Colo,G,,12.7,119.85,143.09,11.267,0,0,22.89,0.35,0.0,118.5,136.0,2.22,13.086000000000002
N. Mirotic,F,,14.0,123.25,140.98,10.07,0,0,19.2,-1.46,0.0,123.5,160.0,2.02,11.821000000000002
S. Shields,F,,14.1,114.11,138.37,9.814,1,0,25.61,-1.36,0.0,114.6,214.0,2.41,11.821000000000002
C. Edwards,G,,12.6,96.84,134.55,10.679,1,0,37.43,0.28,0.0,96.9,195.0,3.33,13.086000000000002
A. Blakeney,G,,10.0,109.0,133.21,13.321,0,0,23.89,0.32,0.0,108.9,164.0,2.38,13.086000000000002
S. Brown,G,,10.8,104.56,131.46,12.173,1,0,26.6,0.3,0.0,105.3,234.0,2.58,13.086000000000002
E. Osmani,F,,9.0,110.12,131.4,14.6,0,0,22.58,-1.31,0.0,110.1,197.0,2.3,11.821000000000002
J. Hoard,F,,14.4,113.79,131.37,9.123,0,0,18.93,-1.35,0.0,113.6,222.0,2.08,11.821000000000002
W. Tavares,C,,14.6,119.78,130.82,8.961,1,0,8.96,2.09,0.0,119.6,175.0,1.56,14.3275
J. Robinson,G,,11.8,104.4,130.53,11.062,0,0,25.83,0.3,0.0,104.2,127.0,2.54,13.086000000000002
I. Bonga,F,,10.0,119.78,129.21,12.921,0,0,10.85,-1.42,0.0,119.1,217.0,1.65,11.821000000000002
L. Walker Iv,G,,12.8,99.4,129.17,10.092,1,0,29.49,0.29,0.0,99.2,192.0,2.82,13.086000000000002
D. Booker,C,,12.3,113.86,128.36,10.436,0,0,12.52,1.98,0.0,114.5,194.0,1.76,14.3275
J. Hernangomez,F,,13.4,114.59,125.83,9.391,1,0,12.6,-1.36,0.0,116.4,210.0,1.76,11.821000000000002
D. Hall,G,,9.6,104.28,120.46,12.548,0,0,15.88,0.3,0.0,104.2,204.0,2.0,13.086000000000002
D. Bacon,F,,11.9,93.72,120.09,10.091,0,0,27.48,-1.11,0.0,93.7,240.0,2.8,11.821000000000002
N. Weiler-babb,G,,11.6,108.73,118.71,10.234,1,0,9.66,0.32,0.0,108.8,218.0,1.64,13.086000000000002
K. Punter,G,,12.3,96.77,116.56,9.477,0,0,19.51,0.28,0.0,96.7,198.0,2.28,13.086000000000002
G. Watson,G,,11.0,93.62,114.09,10.371,0,0,20.19,0.27,0.0,93.2,189.0,2.36,13.086000000000002
I. Cordinier,G,,10.5,95.94,111.84,10.651,1,0,15.62,0.28,0.0,95.9,231.0,2.06,13.086000000000002
O. Brissett,F,,11.1,97.13,108.54,9.778,1,0,12.56,-1.15,0.0,97.3,216.0,1.87,11.821000000000002
R. Sorkin,F,,11.7,95.12,107.97,9.228,0,0,13.98,-1.13,0.0,95.0,156.0,1.97,11.821000000000002
A. Smailagic,F,,9.5,95.57,104.61,11.012,1,0,10.17,-1.14,0.0,95.5,169.0,1.74,11.821000000000002
T. Satoransky,G,,10.9,95.67,104.45,9.583,1,0,8.5,0.28,0.0,95.7,186.0,1.64,13.086000000000002
D. Hall,C,,12.0,101.27,101.15,8.429,0,0,-1.88,1.76,0.0,100.9,125.0,1.03,14.3275
T. Leaf,F,,12.2,95.78,99.1,8.123,0,0,4.46,-1.14,0.0,96.1,139.0,1.4,11.821000000000002
C. Malcolm,F,,8.7,97.14,98.46,11.317,1,0,2.47,-1.15,0.0,97.3,198.0,1.28,11.821000000000002
M. Hezonja,F,,11.6,79.46,98.04,8.451,0,0,19.52,-0.94,0.0,79.2,168.0,2.53,11.821000000000002
K. Sloukas,G,,12.3,87.12,97.73,7.945,0,0,10.35,0.25,0.0,87.0,153.0,1.81,13.086000000000002
K. Taylor,F,,10.1,90.99,97.67,9.671,1,0,7.76,-1.08,0.0,90.9,166.0,1.62,11.821000000000002
M. Wright Iv,G,,10.6,82.6,96.0,9.057,1,0,13.16,0.24,0.0,83.6,248.0,2.04,13.086000000000002
T. Ward,F,,9.2,86.9,94.05,10.223,0,0,8.18,-1.03,0.0,85.7,168.0,1.67,11.821000000000002
E. Okobo,G,,11.3,77.66,93.68,8.29,0,0,15.79,0.23,0.0,78.0,198.0,2.29,13.086000000000002
T. Blatt,G,,7.7,80.55,93.47,12.14,0,0,12.69,0.23,0.0,81.8,172.0,2.03,13.086000000000002
M. Ndiaye,C,,7.7,87.18,91.38,11.867,0,0,2.68,1.52,0.0,87.0,183.0,1.31,14.3275
J. Loyd,G,,8.5,79.4,90.61,10.659,0,0,10.97,0.23,0.0,79.2,176.0,1.92,13.086000000000002
N. Reuvers,F,,8.0,87.19,90.06,11.257,0,0,3.91,-1.04,0.0,87.1,159.0,1.39,11.821000000000002
S. Niang,F,,8.9,87.39,88.88,9.987,0,0,2.53,-1.04,0.0,87.4,157.0,1.3,11.821000000000002
M. Guduric,G,,10.4,80.52,88.62,8.521,0,0,7.86,0.23,0.0,81.1,159.0,1.69,13.086000000000002
C. Okeke,F,,11.6,87.19,86.69,7.473,0,0,0.53,-1.04,0.0,87.1,127.0,1.17,11.821000000000002
J. Vesely,C,,10.7,76.84,85.68,8.007,0,0,7.5,1.34,0.0,76.9,143.0,1.69,14.3275
A. Brooks,G,,8.3,77.03,84.23,10.149,0,0,6.98,0.22,0.0,77.3,136.0,1.65,13.086000000000002
M. Lo,G,,8.2,74.96,83.03,10.126,0,0,7.85,0.22,0.0,74.7,149.0,1.73,13.086000000000002
B. Colson,F,,9.6,79.53,82.71,8.616,0,0,4.12,-0.94,0.0,79.5,134.0,1.43,11.821000000000002
N. Kalinic,F,,9.9,78.45,81.17,8.199,1,0,3.65,-0.93,0.0,78.5,205.0,1.4,11.821000000000002
A. Pajola,G,,7.3,77.4,80.42,11.016,0,0,2.79,0.22,0.0,77.8,154.0,1.34,13.086000000000002
F. Campazzo,G,,12.9,72.12,80.38,6.231,1,0,8.06,0.21,0.0,72.4,183.0,1.77,13.086000000000002
M. Costello,F,,9.5,77.24,79.92,8.413,0,0,3.6,-0.92,0.0,77.5,161.0,1.4,11.821000000000002
T. Horton Tucker,G,,10.3,70.12,79.64,7.732,0,0,9.32,0.2,0.0,70.1,136.0,1.89,13.086000000000002
T. Maledon,G,,13.2,74.61,79.35,6.011,0,0,4.53,0.22,0.0,74.5,95.0,1.48,13.086000000000002
A. Tubelis,F,,9.5,76.73,79.26,8.343,1,0,3.44,-0.91,0.0,76.6,147.0,1.39,11.821000000000002
D. Willis,F,,8.6,76.77,78.89,9.174,0,0,3.04,-0.91,0.0,76.9,144.0,1.36,11.821000000000002
C. Jones,G,,10.3,70.1,78.14,7.586,0,0,7.83,0.2,0.0,69.8,156.0,1.77,13.086000000000002
O. Da Silva,F,,7.6,81.54,77.77,10.232,1,0,-2.81,-0.97,0.0,83.3,100.0,0.94,11.821000000000002
J. Dowtin Jr,G,,10.2,70.14,77.44,7.592,0,0,7.1,0.2,0.0,70.4,142.0,1.71,13.086000000000002
S. Herrera,G,,5.7,69.85,77.24,13.552,0,0,7.19,0.2,0.0,69.1,151.0,1.72,13.086000000000002
A. Butkevicius,F,,7.2,79.84,76.99,10.693,1,0,-1.91,-0.95,0.0,80.2,166.0,1.0,11.821000000000002
Z. Seljaas,F,,9.7,71.69,76.71,7.908,0,0,5.86,-0.85,0.0,71.9,183.0,1.6,11.821000000000002
D. Washington,G,,8.9,64.7,76.68,8.615,1,0,11.79,0.19,0.0,64.9,152.0,2.17,13.086000000000002
D. Motiejunas,C,,7.6,74.02,76.54,10.071,1,0,1.23,1.29,0.0,73.7,103.0,1.23,14.3275
M. Morgan,G,,8.3,66.03,76.28,9.19,0,0,10.05,0.19,0.0,65.8,145.0,2.0,13.086000000000002
M. Strazel,G,,7.1,69.93,75.11,10.579,1,0,4.98,0.2,0.0,69.5,168.0,1.54,13.086000000000002
D. Bertans,F,,8.2,66.83,75.04,9.151,0,0,9.0,-0.79,0.0,67.5,177.0,1.9,11.821000000000002
T. Sedekerskis,F,,10.1,70.16,73.22,7.249,1,0,3.89,-0.83,0.0,70.2,206.0,1.45,11.821000000000002
V. Lucic,F,,9.3,71.3,73.15,7.866,1,0,2.69,-0.85,0.0,71.3,198.0,1.35,11.821000000000002
T. Forrest,G,,10.1,71.04,72.67,7.195,0,0,1.43,0.21,0.0,71.0,98.0,1.25,13.086000000000002
J. Motley,C,,11.8,68.09,72.09,6.109,1,0,2.81,1.19,0.0,68.3,129.0,1.37,14.3275
C. Jones,G,,13.8,66.78,71.73,5.198,0,0,4.76,0.19,0.0,67.1,150.0,1.54,13.086000000000002
K. Jallow,F,,9.0,71.23,71.57,7.953,0,0,1.19,-0.85,0.0,71.1,209.0,1.23,11.821000000000002
D. Osetkowski,F,,8.9,70.07,70.52,7.924,1,0,1.29,-0.83,0.0,70.0,138.0,1.24,11.821000000000002
G. Deck,F,,9.2,71.5,69.95,7.603,0,0,-0.7,-0.85,0.0,71.6,158.0,1.08,11.821000000000002
J. Pradilla,C,,8.9,66.73,69.12,7.766,1,0,1.23,1.16,0.0,66.8,173.0,1.24,14.3275
E. Izundu,C,,8.6,66.72,68.76,7.995,0,0,0.88,1.16,0.0,66.9,120.0,1.21,14.3275
L. Birutis,C,,6.3,66.99,67.5,10.715,1,0,-0.66,1.17,0.0,67.6,118.0,1.08,14.3275
J. Parker,F,,10.1,60.94,66.82,6.615,0,0,6.6,-0.72,0.0,60.5,160.0,1.75,11.821000000000002
M. Nowell,G,,7.8,61.81,66.6,8.539,0,0,4.62,0.18,0.0,60.9,142.0,1.56,13.086000000000002
W. Hernangomez,C,,10.2,63.08,65.9,6.461,0,0,1.72,1.1,0.0,63.0,110.0,1.29,14.3275
M. Spagnolo,G,,8.8,63.01,65.13,7.402,0,0,1.94,0.18,0.0,62.9,123.0,1.31,13.086000000000002
Q. Ellis,G,,8.3,62.06,64.92,7.821,0,0,2.67,0.18,0.0,61.3,169.0,1.38,13.086000000000002
J. Blossomgame,F,,8.3,63.08,63.05,7.597,1,0,0.72,-0.75,0.0,62.9,160.0,1.2,11.821000000000002
B. Badio,G,,7.6,55.56,60.56,7.968,0,0,4.84,0.16,0.0,55.6,105.0,1.63,13.086000000000002
O. Yurtseven,C,,9.5,104.42,60.36,6.354,0,1,6.34,1.82,52.21,104.2,136.0,1.48,14.3275
S. De Larrea,G,,6.3,57.68,58.5,9.286,0,0,0.65,0.17,0.0,58.0,91.0,1.2,13.086000000000002
K. Mitoglou,F,,8.6,60.08,58.46,6.798,0,0,-0.91,-0.71,0.0,60.1,117.0,1.05,11.821000000000002
T. Shorts,G,,12.1,55.72,58.08,4.8,0,0,2.2,0.16,0.0,56.1,115.0,1.36,13.086000000000002
R. Smits,F,,7.4,57.67,58.05,7.844,0,0,1.06,-0.69,0.0,57.6,148.0,1.24,11.821000000000002
N. Melli,C,,8.9,58.14,57.87,6.502,0,0,-1.29,1.01,0.0,58.6,158.0,1.01,14.3275
K. Baldwin,G,,6.3,55.07,57.7,9.159,0,0,2.47,0.16,0.0,55.0,132.0,1.39,13.086000000000002
L. Bolmaro,G,,9.8,88.15,56.51,5.766,1,1,12.18,0.26,44.07,87.9,185.0,1.92,13.086000000000002
M. Santos,C,,6.0,54.34,56.0,9.333,0,0,0.71,0.95,0.0,54.1,111.0,1.21,14.3275
J. Grant,G,,7.9,53.48,55.37,7.009,0,0,1.74,0.16,0.0,53.1,179.0,1.32,13.086000000000002
D. Lighty,F,,5.3,55.8,54.5,10.283,0,0,-0.64,-0.66,0.0,56.2,155.0,1.07,11.821000000000002
S. Ojeleye,F,,9.6,55.64,54.15,5.64,0,0,-0.84,-0.66,0.0,55.7,143.0,1.05,11.821000000000002
X. Rathan-mayes,G,,8.4,49.06,53.82,6.407,0,0,4.62,0.14,0.0,49.4,128.0,1.67,13.086000000000002
G. Ricci,F,,5.3,55.13,53.35,10.066,0,0,-1.12,-0.65,0.0,55.1,135.0,1.02,11.821000000000002
A. Dokossi,F,,6.9,57.56,52.66,7.632,0,0,-4.21,-0.68,0.0,57.3,117.0,0.72,11.821000000000002
E. Ulanovas,F,,7.6,52.97,51.35,6.757,0,0,-0.98,-0.63,0.0,52.4,189.0,1.03,11.821000000000002
Y. Ouattara,G,,5.4,45.77,50.29,9.313,0,0,4.39,0.13,0.0,45.7,157.0,1.68,13.086000000000002
J. Montero,G,,11.6,48.1,48.36,4.169,0,0,0.12,0.14,0.0,48.3,69.0,1.15,13.086000000000002
J. Parra,F,,6.5,50.24,48.09,7.399,0,0,-1.55,-0.6,0.0,50.2,117.0,0.96,11.821000000000002
J. Morgan,F,,7.1,50.65,47.94,6.753,0,0,-2.1,-0.6,0.0,50.7,122.0,0.9,11.821000000000002
D. Sleva,F,,7.8,48.0,47.21,6.053,0,0,-0.22,-0.57,0.0,47.8,133.0,1.11,11.821000000000002
B. Massa,C,,6.4,48.0,46.42,7.253,0,0,-2.41,0.84,0.0,48.0,124.0,0.85,14.3275
S. Jovic,G,,7.3,48.0,46.32,6.345,0,0,-1.82,0.14,0.0,47.8,114.0,0.92,13.086000000000002
J. Jessup,F,,6.1,47.92,45.79,7.506,0,0,-1.57,-0.57,0.0,47.6,111.0,0.95,11.821000000000002
K. Diop,C,,5.6,47.96,45.63,8.147,0,0,-3.17,0.83,0.0,47.8,125.0,0.76,14.3275
M. Faye,C,,7.1,45.97,45.19,6.364,0,0,-1.58,0.8,0.0,46.0,130.0,0.94,14.3275
I. Wainright,F,,7.1,46.06,43.85,6.176,0,0,-1.67,-0.55,0.0,46.6,195.0,0.93,11.821000000000002
L. Vildoza,G,,8.5,42.37,43.12,5.073,0,0,0.63,0.12,0.0,41.4,129.0,1.22,13.086000000000002
Z. Leday,F,,14.8,45.79,42.62,2.88,0,0,-2.63,-0.54,0.0,45.5,72.0,0.81,11.821000000000002
N. Sako,C,,8.3,42.49,42.21,5.086,0,0,-1.01,0.74,0.0,42.3,116.0,1.0,14.3275
M. Jantunen,F,,7.3,43.35,41.87,5.736,0,0,-0.96,-0.51,0.0,43.4,151.0,1.01,11.821000000000002
T. Walkup,G,,8.9,43.48,41.42,4.654,0,0,-2.19,0.13,0.0,43.5,126.0,0.85,13.086000000000002
A. Traore,F,,8.8,44.04,41.38,4.702,0,0,-2.14,-0.52,0.0,44.4,115.0,0.86,11.821000000000002
B. Fernando,C,,7.2,43.55,41.28,5.733,0,0,-3.03,0.76,0.0,43.7,85.0,0.74,14.3275
J. Puerto,G,,5.9,43.28,41.23,6.987,0,0,-2.18,0.13,0.0,43.2,112.0,0.85,13.086000000000002
A. M'baye,F,,7.0,38.62,39.56,5.651,0,0,1.39,-0.46,0.0,38.2,147.0,1.34,11.821000000000002
K. Jones,C,,8.5,44.06,39.12,4.602,0,0,-5.71,0.77,0.0,44.2,73.0,0.4,14.3275
D. Hommes,F,,6.4,42.62,38.92,6.082,1,0,-3.19,-0.51,0.0,42.7,96.0,0.71,11.821000000000002
D. Sirvydis,G,,7.0,39.02,38.61,5.516,1,0,-0.52,0.11,0.0,39.4,111.0,1.06,13.086000000000002
M. Diouf,C,,7.4,38.71,38.26,5.17,1,0,-1.13,0.67,0.0,38.3,111.0,0.97,14.3275
N. Williams-goss,G,,9.4,64.15,36.38,3.87,0,1,4.12,0.19,32.07,64.3,112.0,1.5,13.086000000000002
J. Clark Iii,G,,7.4,34.4,35.5,4.797,0,0,1.0,0.1,0.0,34.3,129.0,1.3,13.086000000000002
D. Davidovac,F,,4.6,39.09,35.07,7.625,0,0,-3.55,-0.46,0.0,39.2,130.0,0.62,11.821000000000002
B. Vautier,C,,5.7,34.53,34.85,6.115,0,0,-0.28,0.6,0.0,35.7,106.0,1.09,14.3275
R. Holmes,C,,11.5,66.54,33.19,2.886,0,1,-1.24,1.16,33.27,66.4,103.0,1.03,14.3275
K. Prepelic,G,,6.9,34.6,33.14,4.804,1,0,-1.56,0.1,0.0,35.2,129.0,0.88,13.086000000000002
E. Jackson,F,,4.1,34.39,32.79,7.998,0,0,-1.18,-0.41,0.0,34.4,84.0,0.94,11.821000000000002
N. Giffey,F,,5.1,33.87,31.82,6.239,0,0,-1.64,-0.4,0.0,33.2,100.0,0.86,11.821000000000002
M. Diakite,F,,8.3,34.3,31.32,3.774,0,0,-2.57,-0.41,0.0,34.5,103.0,0.71,11.821000000000002
D. Musa,F,,12.5,34.16,31.26,2.501,0,0,-2.5,-0.41,0.0,34.2,59.0,0.72,11.821000000000002
J. Nebo,C,,11.1,33.69,30.21,2.722,0,0,-4.07,0.59,0.0,33.7,51.0,0.45,14.3275
K. Hayes,C,,6.3,31.56,29.91,4.747,0,0,-2.2,0.55,0.0,31.7,131.0,0.74,14.3275
D. Alston Jr.,F,,7.3,31.61,29.81,4.084,1,0,-1.42,-0.38,0.0,31.6,125.0,0.88,11.821000000000002
K. Simmons,G,,9.3,31.22,28.86,3.104,0,0,-2.45,0.09,0.0,31.3,59.0,0.69,13.086000000000002
T. Carter,G,,8.4,28.89,28.33,3.373,0,0,-0.64,0.08,0.0,29.2,80.0,1.01,13.086000000000002
U. Garuba,F,,6.6,31.2,28.16,4.266,0,0,-2.67,-0.37,0.0,31.0,71.0,0.65,11.821000000000002
C. Frisch,F,,6.3,31.47,28.07,4.455,0,0,-3.02,-0.37,0.0,31.6,85.0,0.59,11.821000000000002
S. Milton,G,,10.5,28.93,26.39,2.513,0,0,-2.63,0.08,0.0,29.4,62.0,0.62,13.086000000000002
P. Dozier,G,,8.4,26.2,26.07,3.103,0,0,-0.21,0.08,0.0,26.2,106.0,1.09,13.086000000000002
N. Laprovittola,G,,10.2,28.04,25.08,2.459,0,0,-3.04,0.08,0.0,28.1,35.0,0.52,13.086000000000002
K. Kondic,G,,5.8,27.08,24.99,4.308,0,0,-2.17,0.08,0.0,27.1,63.0,0.68,13.086000000000002
B. Dunston,C,,5.7,27.97,24.24,4.252,1,0,-4.21,0.49,0.0,28.1,75.0,0.28,14.3275
A. Peters,F,,8.5,25.57,24.16,2.843,0,0,-1.11,-0.3,0.0,25.5,100.0,0.89,11.821000000000002
N. Nedovic,G,,6.5,25.01,23.65,3.639,0,0,-1.43,0.07,0.0,25.1,89.0,0.81,13.086000000000002
A. Abalde,F,,5.2,25.64,23.33,4.486,0,0,-2.01,-0.3,0.0,25.7,105.0,0.69,11.821000000000002
M. Cale,F,,5.7,25.59,23.23,4.076,0,0,-2.05,-0.3,0.0,25.6,142.0,0.68,11.821000000000002
A. Bacot Jr.,C,,9.1,24.64,23.05,2.533,0,0,-2.02,0.43,0.0,24.4,66.0,0.67,14.3275
D. Hackett,G,,5.1,25.6,22.94,4.499,0,0,-2.73,0.07,0.0,25.5,112.0,0.53,13.086000000000002
J. Voigtmann,C,,8.6,26.32,22.77,2.647,0,0,-4.01,0.46,0.0,26.4,28.0,0.27,14.3275
T. Ginat,F,,7.0,24.54,22.28,3.182,0,0,-1.97,-0.29,0.0,24.5,92.0,0.68,11.821000000000002
N. Mannion,G,,6.0,23.51,22.27,3.712,0,0,-1.31,0.07,0.0,23.7,95.0,0.82,13.086000000000002
L. Cavaliere,F,,4.5,24.91,21.56,4.791,0,0,-3.05,-0.3,0.0,24.9,93.0,0.44,11.821000000000002
E. Fournier,G,,9.5,20.72,21.13,2.224,0,0,0.34,0.06,0.0,20.7,125.0,1.23,13.086000000000002
L. Brown,G,,9.7,22.86,20.73,2.137,0,0,-2.2,0.07,0.0,23.0,48.0,0.59,13.086000000000002
V. Marinkovic,F,,6.2,42.3,20.46,3.3,0,1,-0.19,-0.5,21.15,42.0,153.0,1.11,11.821000000000002
N. Rogkavopoulos,F,,6.5,22.83,20.13,3.096,1,0,-2.44,-0.27,0.0,23.2,60.0,0.53,11.821000000000002
A. Diarra,C,,8.2,22.31,19.53,2.382,0,0,-3.16,0.39,0.0,22.5,35.0,0.33,14.3275
A. Feliz,G,,6.3,20.66,19.32,3.066,0,0,-1.4,0.06,0.0,20.9,92.0,0.75,13.086000000000002
D. Brizuela,G,,5.9,19.67,19.26,3.264,0,0,-0.47,0.06,0.0,19.4,89.0,1.0,13.086000000000002
S. Wilbekin,G,,8.5,38.62,18.16,2.136,0,1,-1.26,0.11,19.31,37.4,85.0,0.95,13.086000000000002
M. Norris,F,,8.3,20.72,17.86,2.152,0,0,-2.61,-0.25,0.0,20.9,56.0,0.42,11.821000000000002
R. Kurucs,F,,5.8,19.75,17.41,3.002,0,0,-2.11,-0.23,0.0,19.8,57.0,0.53,11.821000000000002
S. Llull,G,,4.0,18.48,17.38,4.344,0,0,-1.16,0.05,0.0,18.2,94.0,0.78,13.086000000000002
J. Anderson,F,,6.1,19.8,17.35,2.844,0,0,-2.22,-0.24,0.0,19.7,96.0,0.5,11.821000000000002
C. Swider,F,,7.9,19.78,17.3,2.189,0,0,-2.25,-0.23,0.0,19.1,42.0,0.49,11.821000000000002
K. Papanikolaou,F,,5.9,19.6,17.21,2.916,0,0,-2.16,-0.23,0.0,18.8,78.0,0.51,11.821000000000002
W. Gabriel,C,,9.4,33.87,17.02,1.81,0,1,-0.51,0.59,16.94,33.6,123.0,1.05,14.3275
M. Birsen,F,,4.0,19.7,16.81,4.203,0,0,-2.66,-0.23,0.0,19.4,42.0,0.37,11.821000000000002
Y. Dos Santos,G,,5.3,17.04,16.5,3.113,0,0,-0.59,0.05,0.0,16.9,85.0,0.94,13.086000000000002
T. Biberovic,F,,5.8,15.08,15.32,2.641,1,0,0.41,-0.18,0.0,15.1,169.0,1.29,11.821000000000002
A. Zagars,G,,6.4,17.04,14.89,2.326,0,0,-2.21,0.05,0.0,17.3,36.0,0.4,13.086000000000002
J. Marcos,G,,4.4,16.38,14.77,3.357,0,0,-1.66,0.05,0.0,16.3,80.0,0.56,13.086000000000002
M. Ajinca,F,,4.0,14.32,14.57,3.642,0,0,0.41,-0.17,0.0,14.5,140.0,1.3,11.821000000000002
J. Dibartolomeo,G,,5.1,17.05,14.44,2.832,0,0,-2.66,0.05,0.0,17.0,55.0,0.25,13.086000000000002
S. Mckissic,G,,6.1,17.05,14.44,2.367,0,0,-2.66,0.05,0.0,17.2,31.0,0.25,13.086000000000002
S. Lee,G,,6.8,14.98,13.9,2.044,0,0,-1.12,0.04,0.0,14.8,86.0,0.71,13.086000000000002
K. Birch,C,,5.5,15.14,13.55,2.464,0,0,-1.85,0.26,0.0,15.2,119.0,0.44,14.3275
I. Brazdeikis,F,,5.8,15.04,13.13,2.264,0,0,-1.74,-0.18,0.0,15.0,64.0,0.48,11.821000000000002
S. Miljenovic,G,,4.0,15.43,13.09,3.273,0,0,-2.38,0.04,0.0,15.7,42.0,0.26,13.086000000000002
B. Ellis,G,,9.3,15.02,13.01,1.399,0,0,-2.05,0.04,0.0,15.0,27.0,0.36,13.086000000000002
N. Sestina,F,,4.4,13.99,12.43,2.825,0,0,-1.39,-0.17,0.0,13.4,71.0,0.57,11.821000000000002
I. Bako,C,,6.4,13.98,12.34,1.928,0,0,-1.88,0.24,0.0,13.3,50.0,0.37,14.3275
S. Harrison,F,,6.4,14.13,12.0,1.876,1,0,-1.95,-0.17,0.0,14.0,38.0,0.35,11.821000000000002
K. Mikalauskas,G,,4.0,14.19,11.75,2.937,0,0,-2.49,0.04,0.0,14.3,10.0,0.14,13.086000000000002
A. Samodurov,F,,4.0,14.19,11.51,2.876,0,0,-2.51,-0.17,0.0,14.3,18.0,0.13,11.821000000000002
G. Papagiannis,C,,7.1,27.9,10.48,1.476,0,1,-3.96,0.49,13.95,27.9,74.0,0.33,14.3275
J. Ayayi,G,,6.8,10.72,9.23,1.358,0,0,-1.52,0.03,0.0,11.2,70.0,0.33,13.086000000000002
