Player,Pos,Team,CR,Enhanced_Projection,Role
T. Dorsey,G,,10.9,177.9944075542214,Active
N. Hifi,G,,13.9,268.1808708252404,CAPTAIN
T. Luwawu-cabarrot,F,,11.6,209.00958121370553,Active
I. Mike,F,,9.2,146.11956803387886,Active
F. Petrusev,F,,15.2,255.53727277749687,Active
L. Birutis,C,,6.4,67.9861955176068,Active
S. Herrera,G,,5.4,76.5937124725195,Substitute
A. Obst,G,,8.3,147.20608026229652,Substitute
J. Nwora,F,,12.9,189.1889562541884,Substitute
M. Santos,C,,6.1,56.04334207526163,Substitute
