Player,Pos,Team,CR,Base_Projection,Enhanced_Projection,Value_Ratio,Is_Starter,Is_Injured,Usage_Boost,DvP_Boost,Injury_Penalty,FPT_roll_mean,MIN_roll_mean,Usage_Raw,Allow_FPT
D. Hall,G,,9.4,103.71,119.88,12.753,0,0,15.79,0.38,0.0,104.2,204.0,2.0,13.219
N. Weiler-babb,G,,11.7,108.28,118.29,10.11,1,0,9.62,0.39,0.0,108.8,218.0,1.64,13.219
K. Punter,G,,12.3,96.67,116.51,9.472,0,0,19.49,0.35,0.0,96.7,198.0,2.28,13.219
G. Watson,G,,10.7,94.27,114.94,10.742,0,0,20.33,0.34,0.0,93.2,189.0,2.36,13.219
I. Cordinier,G,,9.7,96.05,112.04,11.55,1,0,15.64,0.35,0.0,95.9,231.0,2.06,13.219
O. Brissett,F,,11.3,96.81,108.04,9.561,1,0,12.52,-1.3,0.0,97.3,216.0,1.87,11.752500000000001
R. Sorkin,F,,11.2,95.11,107.82,9.626,0,0,13.98,-1.28,0.0,95.0,156.0,1.97,11.752500000000001
T. Satoransky,G,,10.9,95.81,104.67,9.603,1,0,8.51,0.35,0.0,95.7,186.0,1.64,13.219
A. Smailagic,F,,9.8,95.6,104.49,10.663,1,0,10.18,-1.28,0.0,95.5,169.0,1.74,11.752500000000001
M. Kabengele,C,,13.2,146.83,104.49,7.916,1,1,28.3,2.77,73.41,147.0,166.0,2.23,14.532
D. Hall,C,,12.5,101.67,101.7,8.136,0,0,-1.89,1.92,0.0,100.9,125.0,1.03,14.532
L. Bolmaro,G,,9.7,88.2,100.71,10.382,0,0,12.19,0.32,0.0,87.9,185.0,1.92,13.219
T. Leaf,F,,11.6,96.23,99.42,8.571,0,0,4.48,-1.29,0.0,96.1,139.0,1.4,11.752500000000001
C. Malcolm,F,,9.1,96.95,98.12,10.782,1,0,2.47,-1.3,0.0,97.3,198.0,1.28,11.752500000000001
K. Sloukas,G,,11.9,87.38,98.08,8.242,0,0,10.38,0.32,0.0,87.0,153.0,1.81,13.219
M. Hezonja,F,,11.9,79.54,98.01,8.236,0,0,19.54,-1.07,0.0,79.2,168.0,2.53,11.752500000000001
K. Taylor,F,,9.9,90.89,97.42,9.84,1,0,7.76,-1.22,0.0,90.9,166.0,1.62,11.752500000000001
M. Wright Iv,G,,10.5,82.43,95.86,9.13,1,0,13.13,0.3,0.0,83.6,248.0,2.04,13.219
T. Blatt,G,,7.8,81.21,94.3,12.09,0,0,12.79,0.29,0.0,81.8,172.0,2.03,13.219
E. Okobo,G,,11.1,77.65,93.72,8.443,0,0,15.79,0.28,0.0,78.0,198.0,2.29,13.219
T. Ward,F,,9.2,86.63,93.62,10.176,0,0,8.15,-1.16,0.0,85.7,168.0,1.67,11.752500000000001
M. Ndiaye,C,,7.9,87.01,91.33,11.56,0,0,2.67,1.64,0.0,87.0,183.0,1.31,14.532
J. Loyd,G,,8.6,79.51,90.79,10.556,0,0,10.99,0.29,0.0,79.2,176.0,1.92,13.219
N. Reuvers,F,,8.0,87.19,89.93,11.241,0,0,3.91,-1.17,0.0,87.1,159.0,1.39,11.752500000000001
M. Guduric,G,,10.8,81.05,89.26,8.265,0,0,7.92,0.29,0.0,81.1,159.0,1.69,13.219
S. Niang,F,,8.9,87.39,88.75,9.972,0,0,2.53,-1.17,0.0,87.4,157.0,1.3,11.752500000000001
C. Okeke,F,,11.7,87.43,86.78,7.417,0,0,0.53,-1.17,0.0,87.1,127.0,1.17,11.752500000000001
J. Vesely,C,,10.5,77.09,86.08,8.198,0,0,7.53,1.46,0.0,76.9,143.0,1.69,14.532
A. Brooks,G,,7.9,77.34,84.62,10.712,0,0,7.01,0.28,0.0,77.3,136.0,1.65,13.219
M. Lo,G,,8.9,74.9,83.02,9.328,0,0,7.84,0.27,0.0,74.7,149.0,1.73,13.219
B. Colson,F,,9.6,79.44,82.49,8.593,0,0,4.12,-1.07,0.0,79.5,134.0,1.43,11.752500000000001
S. Shields,F,,14.2,114.29,81.27,5.723,1,1,25.65,-1.53,57.14,114.6,214.0,2.41,11.752500000000001
N. Kalinic,F,,9.5,78.22,80.81,8.507,1,0,3.64,-1.05,0.0,78.5,205.0,1.4,11.752500000000001
A. Pajola,G,,7.5,77.49,80.56,10.741,0,0,2.79,0.28,0.0,77.8,154.0,1.34,13.219
M. Costello,F,,9.6,77.48,80.05,8.338,0,0,3.61,-1.04,0.0,77.5,161.0,1.4,11.752500000000001
F. Campazzo,G,,13.3,71.71,79.98,6.014,1,0,8.01,0.26,0.0,72.4,183.0,1.77,13.219
T. Horton Tucker,G,,10.1,70.09,79.66,7.887,0,0,9.31,0.25,0.0,70.1,136.0,1.89,13.219
T. Maledon,G,,13.6,74.64,79.44,5.841,0,0,4.53,0.27,0.0,74.5,95.0,1.48,13.219
A. Tubelis,F,,8.9,76.94,79.35,8.916,1,0,3.45,-1.03,0.0,76.6,147.0,1.39,11.752500000000001
D. Willis,F,,8.0,77.02,79.03,9.878,0,0,3.04,-1.03,0.0,76.9,144.0,1.36,11.752500000000001
O. Da Silva,F,,7.7,82.14,78.2,10.156,0,0,-2.83,-1.1,0.0,83.3,100.0,0.94,11.752500000000001
C. Jones,G,,10.6,70.05,78.13,7.371,0,0,7.83,0.25,0.0,69.8,156.0,1.77,13.219
J. Dowtin Jr,G,,10.3,70.29,77.66,7.54,0,0,7.11,0.25,0.0,70.4,142.0,1.71,13.219
A. Butkevicius,F,,6.7,80.13,77.14,11.514,1,0,-1.91,-1.08,0.0,80.2,166.0,1.0,11.752500000000001
D. Motiejunas,C,,8.0,74.24,76.87,9.609,1,0,1.24,1.4,0.0,73.7,103.0,1.23,14.532
D. Washington,G,,8.8,64.75,76.78,8.725,1,0,11.8,0.23,0.0,64.9,152.0,2.17,13.219
S. Herrera,G,,5.4,69.22,76.59,14.184,0,0,7.13,0.25,0.0,69.1,151.0,1.72,13.219
Z. Seljaas,F,,9.1,71.57,76.47,8.403,0,0,5.86,-0.96,0.0,71.9,183.0,1.6,11.752500000000001
M. Morgan,G,,8.1,65.5,75.72,9.348,0,0,9.97,0.24,0.0,65.8,145.0,2.0,13.219
D. Bertans,F,,8.5,67.5,75.68,8.903,0,0,9.09,-0.91,0.0,67.5,177.0,1.9,11.752500000000001
M. Strazel,G,,7.2,69.87,75.11,10.431,1,0,4.98,0.25,0.0,69.5,168.0,1.54,13.219
T. Sedekerskis,F,,10.0,70.29,73.24,7.324,1,0,3.89,-0.94,0.0,70.2,206.0,1.45,11.752500000000001
V. Lucic,F,,9.1,71.32,73.06,8.029,1,0,2.69,-0.96,0.0,71.3,198.0,1.35,11.752500000000001
T. Forrest,G,,10.2,71.29,72.98,7.155,0,0,1.44,0.26,0.0,71.0,98.0,1.25,13.219
C. Jones,G,,13.9,67.29,72.33,5.204,0,0,4.79,0.24,0.0,67.1,150.0,1.54,13.219
J. Motley,C,,11.9,68.07,72.16,6.064,1,0,2.81,1.29,0.0,68.3,129.0,1.37,14.532
K. Jallow,F,,9.0,71.28,71.51,7.945,0,0,1.19,-0.96,0.0,71.1,209.0,1.23,11.752500000000001
D. Osetkowski,F,,8.6,70.25,70.6,8.209,0,0,1.29,-0.94,0.0,70.0,138.0,1.24,11.752500000000001
G. Deck,F,,9.5,71.52,69.86,7.354,0,0,-0.7,-0.96,0.0,71.6,158.0,1.08,11.752500000000001
J. Pradilla,C,,9.4,67.23,69.73,7.418,1,0,1.24,1.27,0.0,66.8,173.0,1.24,14.532
E. Izundu,C,,8.7,67.14,69.29,7.965,0,0,0.88,1.27,0.0,66.9,120.0,1.21,14.532
L. Birutis,C,,6.4,67.37,67.99,10.623,0,0,-0.66,1.27,0.0,67.6,118.0,1.08,14.532
J. Parker,F,,10.2,60.38,66.1,6.481,0,0,6.53,-0.81,0.0,60.5,160.0,1.75,11.752500000000001
W. Hernangomez,C,,10.3,63.04,65.94,6.402,0,0,1.71,1.19,0.0,63.0,110.0,1.29,14.532
M. Nowell,G,,8.0,60.65,65.4,8.175,0,0,4.53,0.22,0.0,60.9,142.0,1.56,13.219
M. Spagnolo,G,,8.8,62.84,65.0,7.386,0,0,1.93,0.23,0.0,62.9,123.0,1.31,13.219
Q. Ellis,G,,7.7,60.68,63.51,8.248,0,0,2.61,0.22,0.0,61.3,169.0,1.38,13.219
J. Blossomgame,F,,8.2,62.93,62.8,7.658,1,0,0.71,-0.84,0.0,62.9,160.0,1.2,11.752500000000001
B. Badio,G,,8.0,55.65,60.69,7.587,0,0,4.85,0.2,0.0,55.6,105.0,1.63,13.219
O. Yurtseven,C,,9.6,104.07,60.31,6.282,0,1,6.31,1.97,52.03,104.2,136.0,1.48,14.532
S. De Larrea,G,,6.4,57.87,58.74,9.177,0,0,0.66,0.21,0.0,58.0,91.0,1.2,13.219
K. Mitoglou,F,,8.8,60.26,58.54,6.653,0,0,-0.91,-0.81,0.0,60.1,117.0,1.05,11.752500000000001
T. Shorts,G,,11.6,55.89,58.31,5.026,0,0,2.21,0.2,0.0,56.1,115.0,1.36,13.219
K. Baldwin,G,,6.4,55.51,58.2,9.094,0,0,2.49,0.2,0.0,55.0,132.0,1.39,13.219
N. Melli,C,,8.7,58.23,58.04,6.672,0,0,-1.29,1.1,0.0,58.6,158.0,1.01,14.532
R. Smits,F,,7.0,57.53,57.82,8.26,0,0,1.06,-0.77,0.0,57.6,148.0,1.24,11.752500000000001
M. Santos,C,,6.1,54.31,56.04,9.187,0,0,0.71,1.03,0.0,54.1,111.0,1.21,14.532
J. Grant,G,,8.3,53.63,55.57,6.695,0,0,1.74,0.19,0.0,53.1,179.0,1.32,13.219
X. Rathan-mayes,G,,8.3,49.87,54.74,6.596,0,0,4.69,0.18,0.0,49.4,128.0,1.67,13.219
D. Lighty,F,,5.0,56.03,54.63,10.926,0,0,-0.65,-0.75,0.0,56.2,155.0,1.07,11.752500000000001
S. Ojeleye,F,,9.5,55.82,54.23,5.708,0,0,-0.84,-0.75,0.0,55.7,143.0,1.05,11.752500000000001
G. Ricci,F,,5.3,55.57,53.69,10.13,1,0,-1.13,-0.75,0.0,55.1,135.0,1.02,11.752500000000001
A. Dokossi,F,,7.1,57.23,52.28,7.363,0,0,-4.19,-0.77,0.0,57.3,117.0,0.72,11.752500000000001
E. Ulanovas,F,,7.7,53.32,51.61,6.703,1,0,-0.99,-0.72,0.0,52.4,189.0,1.03,11.752500000000001
Y. Ouattara,G,,5.7,45.72,50.27,8.82,0,0,4.38,0.17,0.0,45.7,157.0,1.68,13.219
J. Montero,G,,11.7,48.09,48.39,4.136,0,0,0.12,0.17,0.0,48.3,69.0,1.15,13.219
J. Parra,F,,6.5,50.14,47.92,7.372,0,0,-1.55,-0.67,0.0,50.2,117.0,0.96,11.752500000000001
J. Morgan,F,,7.1,50.4,47.63,6.709,0,0,-2.09,-0.68,0.0,50.7,122.0,0.9,11.752500000000001
D. Sleva,F,,7.9,48.0,47.14,5.967,0,0,-0.22,-0.64,0.0,47.8,133.0,1.11,11.752500000000001
B. Massa,C,,6.7,47.9,46.4,6.925,0,0,-2.41,0.9,0.0,48.0,124.0,0.85,14.532
S. Jovic,G,,7.1,47.84,46.2,6.507,0,0,-1.82,0.17,0.0,47.8,114.0,0.92,13.219
J. Jessup,F,,6.5,47.83,45.62,7.019,0,0,-1.56,-0.64,0.0,47.6,111.0,0.95,11.752500000000001
K. Diop,C,,5.7,47.87,45.61,8.001,0,0,-3.17,0.9,0.0,47.8,125.0,0.76,14.532
M. Faye,C,,6.9,45.84,45.13,6.54,0,0,-1.58,0.87,0.0,46.0,130.0,0.94,14.532
I. Wainright,F,,7.4,46.29,43.99,5.945,0,0,-1.68,-0.62,0.0,46.6,195.0,0.93,11.752500000000001
L. Vildoza,G,,8.4,41.94,42.72,5.086,0,0,0.62,0.15,0.0,41.4,129.0,1.22,13.219
Z. Leday,F,,14.9,45.61,42.38,2.844,0,0,-2.61,-0.61,0.0,45.5,72.0,0.81,11.752500000000001
N. Sako,C,,8.4,42.45,42.24,5.028,0,0,-1.01,0.8,0.0,42.3,116.0,1.0,14.532
M. Jantunen,F,,7.5,43.33,41.79,5.572,0,0,-0.96,-0.58,0.0,43.4,151.0,1.01,11.752500000000001
T. Walkup,G,,9.2,43.37,41.35,4.494,0,0,-2.18,0.16,0.0,43.5,126.0,0.85,13.219
A. Traore,F,,8.6,44.07,41.34,4.806,0,0,-2.14,-0.59,0.0,44.4,115.0,0.86,11.752500000000001
J. Puerto,G,,5.7,43.21,41.19,7.226,0,0,-2.17,0.16,0.0,43.2,112.0,0.85,13.219
B. Fernando,C,,7.4,43.37,41.17,5.563,0,0,-3.02,0.82,0.0,43.7,85.0,0.74,14.532
A. M'baye,F,,7.1,38.39,39.26,5.53,0,0,1.38,-0.52,0.0,38.2,147.0,1.34,11.752500000000001
K. Jones,C,,8.6,43.97,39.11,4.547,0,0,-5.7,0.83,0.0,44.2,73.0,0.4,14.532
D. Hommes,F,,6.1,42.6,38.84,6.367,1,0,-3.19,-0.57,0.0,42.7,96.0,0.71,11.752500000000001
D. Sirvydis,G,,6.9,38.8,38.42,5.568,0,0,-0.52,0.14,0.0,39.4,111.0,1.06,13.219
M. Diouf,C,,7.2,38.24,37.84,5.256,1,0,-1.11,0.72,0.0,38.3,111.0,0.97,14.532
N. Williams-goss,G,,9.5,64.53,36.64,3.857,0,1,4.14,0.23,32.26,64.3,112.0,1.5,13.219
J. Clark Iii,G,,7.4,34.56,35.68,4.822,0,0,1.0,0.13,0.0,34.3,129.0,1.3,13.219
B. Vautier,C,,5.4,35.1,35.48,6.571,0,0,-0.28,0.66,0.0,35.7,106.0,1.09,14.532
D. Davidovac,F,,4.9,38.85,34.8,7.102,0,0,-3.53,-0.52,0.0,39.2,130.0,0.62,11.752500000000001
W. Gabriel,C,,9.5,34.09,34.22,3.602,0,0,-0.51,0.64,0.0,33.6,123.0,1.05,14.532
K. Prepelic,G,,7.0,35.04,33.59,4.799,1,0,-1.58,0.13,0.0,35.2,129.0,0.88,13.219
R. Holmes,C,,11.6,66.7,33.37,2.877,0,1,-1.24,1.26,33.35,66.4,103.0,1.03,14.532
E. Jackson,F,,4.2,34.36,32.72,7.789,0,0,-1.18,-0.46,0.0,34.4,84.0,0.94,11.752500000000001
N. Giffey,F,,5.0,33.8,31.71,6.342,0,0,-1.64,-0.45,0.0,33.2,100.0,0.86,11.752500000000001
M. Diakite,F,,8.5,34.35,31.31,3.684,0,0,-2.57,-0.46,0.0,34.5,103.0,0.71,11.752500000000001
D. Musa,F,,12.6,34.11,31.15,2.472,0,0,-2.5,-0.46,0.0,34.2,59.0,0.72,11.752500000000001
J. Nebo,C,,11.2,33.77,30.33,2.708,0,0,-4.08,0.64,0.0,33.7,51.0,0.45,14.532
K. Hayes,C,,6.4,31.67,30.06,4.697,0,0,-2.21,0.6,0.0,31.7,131.0,0.74,14.532
D. Alston Jr.,F,,7.6,31.68,29.83,3.925,0,0,-1.43,-0.43,0.0,31.6,125.0,0.88,11.752500000000001
K. Simmons,G,,9.1,31.21,28.87,3.173,0,0,-2.45,0.11,0.0,31.3,59.0,0.69,13.219
T. Carter,G,,8.5,29.12,28.58,3.363,0,0,-0.64,0.11,0.0,29.2,80.0,1.01,13.219
U. Garuba,F,,6.9,31.29,28.2,4.086,0,0,-2.68,-0.42,0.0,31.0,71.0,0.65,11.752500000000001
C. Frisch,F,,6.5,31.48,28.03,4.312,0,0,-3.02,-0.42,0.0,31.6,85.0,0.59,11.752500000000001
S. Milton,G,,10.7,29.09,26.55,2.481,0,0,-2.64,0.11,0.0,29.4,62.0,0.62,13.219
P. Dozier,G,,8.5,26.2,26.08,3.069,0,0,-0.21,0.09,0.0,26.2,106.0,1.09,13.219
N. Laprovittola,G,,10.4,28.11,25.17,2.42,0,0,-3.05,0.1,0.0,28.1,35.0,0.52,13.219
K. Kondic,G,,5.9,27.18,25.1,4.255,0,0,-2.18,0.1,0.0,27.1,63.0,0.68,13.219
B. Dunston,C,,5.3,28.12,24.42,4.607,0,0,-4.24,0.53,0.0,28.1,75.0,0.28,14.532
A. Peters,F,,7.8,25.52,24.08,3.087,0,0,-1.1,-0.34,0.0,25.5,100.0,0.89,11.752500000000001
N. Nedovic,G,,6.8,25.07,23.73,3.489,0,0,-1.44,0.09,0.0,25.1,89.0,0.81,13.219
A. Abalde,F,,5.1,25.6,23.24,4.558,0,0,-2.01,-0.34,0.0,25.7,105.0,0.69,11.752500000000001
M. Cale,F,,5.8,25.54,23.15,3.992,0,0,-2.05,-0.34,0.0,25.6,142.0,0.68,11.752500000000001
A. Bacot Jr.,C,,9.4,24.71,23.15,2.463,0,0,-2.03,0.47,0.0,24.4,66.0,0.67,14.532
D. Hackett,G,,5.2,25.56,22.93,4.41,0,0,-2.73,0.09,0.0,25.5,112.0,0.53,13.219
T. Ginat,F,,7.1,24.76,22.45,3.161,0,0,-1.99,-0.33,0.0,24.5,92.0,0.68,11.752500000000001
N. Mannion,G,,6.1,23.31,22.1,3.623,0,0,-1.3,0.08,0.0,23.7,95.0,0.82,13.219
L. Cavaliere,F,,4.6,24.98,21.58,4.692,0,0,-3.06,-0.34,0.0,24.9,93.0,0.44,11.752500000000001
E. Fournier,G,,9.8,20.61,21.03,2.146,0,0,0.34,0.07,0.0,20.7,125.0,1.23,13.219
L. Brown,G,,9.8,23.0,20.87,2.13,0,0,-2.21,0.08,0.0,23.0,48.0,0.59,13.219
V. Marinkovic,F,,6.3,42.24,20.36,3.232,0,1,-0.19,-0.57,21.12,42.0,153.0,1.11,11.752500000000001
N. Rogkavopoulos,F,,6.5,23.08,20.31,3.125,1,0,-2.46,-0.31,0.0,23.2,60.0,0.53,11.752500000000001
A. Diarra,C,,8.1,22.84,20.03,2.473,0,0,-3.24,0.43,0.0,22.5,35.0,0.33,14.532
A. Feliz,G,,5.8,20.62,19.29,3.326,0,0,-1.4,0.07,0.0,20.9,92.0,0.75,13.219
D. Brizuela,G,,5.8,19.36,18.97,3.271,0,0,-0.46,0.07,0.0,19.4,89.0,1.0,13.219
S. Wilbekin,G,,8.6,37.87,17.83,2.074,0,1,-1.24,0.14,18.93,37.4,85.0,0.95,13.219
M. Norris,F,,8.4,20.6,17.73,2.11,0,0,-2.6,-0.28,0.0,20.9,56.0,0.42,11.752500000000001
R. Kurucs,F,,6.0,19.61,17.25,2.875,0,0,-2.09,-0.26,0.0,19.8,57.0,0.53,11.752500000000001
S. Llull,G,,4.2,18.23,17.16,4.085,0,0,-1.14,0.07,0.0,18.2,94.0,0.78,13.219
C. Swider,F,,8.3,19.49,17.01,2.05,0,0,-2.22,-0.26,0.0,19.1,42.0,0.49,11.752500000000001
K. Papanikolaou,F,,6.0,19.25,16.87,2.812,0,0,-2.12,-0.26,0.0,18.8,78.0,0.51,11.752500000000001
M. Birsen,F,,4.0,19.48,16.6,4.149,0,0,-2.63,-0.26,0.0,19.4,42.0,0.37,11.752500000000001
Y. Dos Santos,G,,5.5,17.07,16.55,3.008,0,0,-0.59,0.06,0.0,16.9,85.0,0.94,13.219
T. Biberovic,F,,6.1,15.0,15.21,2.493,1,0,0.41,-0.2,0.0,15.1,169.0,1.29,11.752500000000001
A. Zagars,G,,6.5,17.27,15.09,2.322,0,0,-2.24,0.06,0.0,17.3,36.0,0.4,13.219
M. Ajinca,F,,4.1,14.5,14.73,3.592,0,0,0.42,-0.19,0.0,14.5,140.0,1.3,11.752500000000001
J. Marcos,G,,4.6,16.31,14.71,3.198,0,0,-1.65,0.06,0.0,16.3,80.0,0.56,13.219
S. Mckissic,G,,6.4,17.19,14.57,2.277,0,0,-2.68,0.06,0.0,17.2,31.0,0.25,13.219
S. Lee,G,,7.2,14.83,13.77,1.913,0,0,-1.11,0.05,0.0,14.8,86.0,0.71,13.219
K. Birch,C,,5.7,15.02,13.46,2.362,0,0,-1.84,0.28,0.0,15.2,119.0,0.44,14.532
S. Miljenovic,G,,4.1,15.39,13.07,3.188,0,0,-2.37,0.06,0.0,15.7,42.0,0.26,13.219
I. Brazdeikis,F,,6.2,14.87,12.96,2.09,1,0,-1.72,-0.2,0.0,15.0,64.0,0.48,11.752500000000001
B. Ellis,G,,9.4,14.87,12.89,1.371,0,0,-2.03,0.05,0.0,15.0,27.0,0.36,13.219
I. Bako,C,,6.5,13.63,12.05,1.854,0,0,-1.84,0.26,0.0,13.3,50.0,0.37,14.532
N. Sestina,F,,4.5,13.58,12.05,2.677,0,0,-1.35,-0.18,0.0,13.4,71.0,0.57,11.752500000000001
K. Mikalauskas,G,,4.0,14.34,11.88,2.969,0,0,-2.51,0.05,0.0,14.3,10.0,0.14,13.219
A. Samodurov,F,,4.1,14.35,11.62,2.833,0,0,-2.54,-0.19,0.0,14.3,18.0,0.13,11.752500000000001
G. Papagiannis,C,,7.2,28.07,10.58,1.47,0,1,-3.98,0.53,14.04,27.9,74.0,0.33,14.532
J. Voigtmann,C,,8.7,26.26,9.62,1.106,1,1,-4.0,0.5,13.13,26.4,28.0,0.27,14.532
J. Ayayi,G,,6.7,11.0,9.48,1.415,0,0,-1.56,0.04,0.0,11.2,70.0,0.33,13.219
M. Rubstavicius,G,,5.7,10.98,9.29,1.629,0,0,-1.73,0.04,0.0,11.4,30.0,0.24,13.219
D. Mccormack,C,,7.3,10.32,9.27,1.27,0,0,-1.25,0.19,0.0,10.4,62.0,0.45,14.532
M. Howard,G,,7.6,9.58,8.95,1.177,0,0,-0.67,0.03,0.0,9.0,77.0,0.74,13.219
B. Taylor,G,,6.9,9.84,8.76,1.269,0,0,-1.12,0.04,0.0,9.8,57.0,0.49,13.219
O. Dobric,F,,5.1,10.12,8.71,1.707,0,0,-1.28,-0.14,0.0,10.1,44.0,0.42,11.752500000000001
D. Kramer,G,,5.8,9.61,8.55,1.474,0,0,-1.09,0.03,0.0,9.4,98.0,0.49,13.219
O. Bitim,F,,4.8,9.73,8.36,1.741,0,0,-1.24,-0.13,0.0,9.6,75.0,0.41,11.752500000000001
P. Kalaitzakis,F,,4.0,10.14,8.28,2.07,0,0,-1.72,-0.14,0.0,10.1,25.0,0.17,11.752500000000001
J. Anderson,F,,6.2,19.59,7.34,1.184,0,1,-2.19,-0.26,9.8,19.7,96.0,0.5,11.752500000000001
M. Ngouama,G,,4.5,6.66,6.33,1.406,0,0,-0.36,0.02,0.0,6.5,75.0,0.83,13.219
